	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedTeepE1.c3d
907	0.16133	0.15937	1.00482	0.13298	0.48035	1.41181	0.33477	0.27009	1.48662	0.01746	0.35728	1.28159	0.38013	0.14114	1.31905	-0.01999	0.25431	1.32480	0.35650	0.02577	1.32959	0.20041	0.16497	1.65251	0.17942	0.11661	1.62949	0.16329	0.11830	1.26541	0.14645	0.12303	0.96095	0.10908	0.28323	0.75711	0.21090	0.06152	0.75184	0.11187	0.42801	0.33446	0.14460	0.02416	0.31280	0.11283	0.52795	0.03339	0.14334	0.00820	0.02174	0.11186	0.53813	0.03249	0.15966	0.00326	0.02105
908	0.16143	0.15952	1.00488	0.13200	0.48071	1.41239	0.33498	0.27058	1.48663	0.01708	0.35744	1.28172	0.38029	0.14144	1.31918	-0.01996	0.25432	1.32452	0.35661	0.02602	1.32964	0.20002	0.16513	1.65235	0.17911	0.11669	1.62944	0.16343	0.11838	1.26538	0.14671	0.12316	0.96109	0.10927	0.28341	0.75737	0.21099	0.06173	0.75191	0.11202	0.42825	0.33475	0.14461	0.02425	0.31287	0.11302	0.52791	0.03349	0.14347	0.00833	0.02169	0.11205	0.53809	0.03255	0.15979	0.00340	0.02096
909	0.16196	0.15968	1.00492	0.13028	0.48118	1.41284	0.33486	0.27102	1.48681	0.01628	0.35726	1.28193	0.38045	0.14180	1.31946	-0.02007	0.25402	1.32431	0.35725	0.02637	1.33004	0.19986	0.16535	1.65232	0.17894	0.11699	1.62924	0.16426	0.11861	1.26526	0.14776	0.12319	0.96110	0.10964	0.28335	0.75788	0.21176	0.06221	0.75171	0.11212	0.42840	0.33532	0.14463	0.02420	0.31277	0.11319	0.52775	0.03376	0.14355	0.00850	0.02148	0.11221	0.53792	0.03272	0.15987	0.00360	0.02067
910	0.16264	0.15988	1.00494	0.12826	0.48161	1.41346	0.33429	0.27126	1.48705	0.01542	0.35702	1.28223	0.38054	0.14201	1.31982	-0.02022	0.25388	1.32410	0.35798	0.02669	1.33064	0.19987	0.16566	1.65238	0.17896	0.11749	1.62891	0.16533	0.11900	1.26510	0.14912	0.12318	0.96105	0.11005	0.28320	0.75845	0.21274	0.06267	0.75136	0.11213	0.42849	0.33596	0.14456	0.02402	0.31257	0.11321	0.52758	0.03417	0.14356	0.00862	0.02121	0.11222	0.53774	0.03306	0.15989	0.00375	0.02040
911	0.16299	0.16007	1.00496	0.12668	0.48186	1.41438	0.33356	0.27148	1.48707	0.01494	0.35707	1.28251	0.38047	0.14202	1.32009	-0.02033	0.25414	1.32388	0.35826	0.02682	1.33113	0.19989	0.16597	1.65246	0.17907	0.11795	1.62859	0.16594	0.11942	1.26499	0.14994	0.12322	0.96102	0.11019	0.28324	0.75881	0.21328	0.06283	0.75109	0.11201	0.42863	0.33640	0.14442	0.02377	0.31238	0.11303	0.52755	0.03456	0.14357	0.00859	0.02105	0.11204	0.53770	0.03345	0.15991	0.00373	0.02028
912	0.16279	0.16022	1.00496	0.12592	0.48194	1.41550	0.33313	0.27191	1.48680	0.01498	0.35750	1.28270	0.38030	0.14202	1.32020	-0.02035	0.25465	1.32369	0.35795	0.02677	1.33133	0.19976	0.16615	1.65251	0.17912	0.11817	1.62842	0.16573	0.11968	1.26496	0.14977	0.12333	0.96099	0.10994	0.28354	0.75881	0.21305	0.06261	0.75104	0.11178	0.42890	0.33646	0.14421	0.02348	0.31232	0.11282	0.52769	0.03476	0.14360	0.00840	0.02106	0.11182	0.53786	0.03370	0.15994	0.00354	0.02037
913	0.16229	0.16027	1.00494	0.12555	0.48193	1.41664	0.33311	0.27247	1.48652	0.01525	0.35809	1.28281	0.38012	0.14220	1.32022	-0.02033	0.25508	1.32353	0.35745	0.02680	1.33136	0.19947	0.16619	1.65253	0.17902	0.11813	1.62843	0.16512	0.11971	1.26495	0.14900	0.12341	0.96094	0.10946	0.28391	0.75851	0.21237	0.06224	0.75124	0.11157	0.42927	0.33628	0.14392	0.02314	0.31245	0.11273	0.52795	0.03479	0.14359	0.00818	0.02126	0.11174	0.53812	0.03380	0.15993	0.00329	0.02061
914	0.16198	0.16028	1.00494	0.12496	0.48185	1.41760	0.33316	0.27289	1.48653	0.01533	0.35845	1.28286	0.38002	0.14259	1.32027	-0.02032	0.25521	1.32336	0.35733	0.02715	1.33141	0.19913	0.16617	1.65249	0.17886	0.11795	1.62858	0.16488	0.11968	1.26492	0.14844	0.12342	0.96091	0.10910	0.28410	0.75825	0.21191	0.06197	0.75154	0.11144	0.42965	0.33618	0.14363	0.02278	0.31272	0.11273	0.52817	0.03478	0.14347	0.00805	0.02152	0.11173	0.53834	0.03381	0.15980	0.00314	0.02087
915	0.16212	0.16029	1.00499	0.12396	0.48168	1.41827	0.33309	0.27300	1.48686	0.01510	0.35841	1.28282	0.37997	0.14311	1.32032	-0.02033	0.25507	1.32309	0.35780	0.02779	1.33154	0.19890	0.16624	1.65246	0.17876	0.11783	1.62879	0.16531	0.11974	1.26488	0.14855	0.12336	0.96095	0.10908	0.28407	0.75827	0.21200	0.06186	0.75176	0.11144	0.42995	0.33636	0.14347	0.02239	0.31297	0.11269	0.52825	0.03479	0.14329	0.00805	0.02169	0.11171	0.53842	0.03379	0.15961	0.00312	0.02097
916	0.16245	0.16028	1.00506	0.12288	0.48154	1.41863	0.33301	0.27288	1.48721	0.01486	0.35808	1.28270	0.37994	0.14347	1.32035	-0.02026	0.25478	1.32274	0.35852	0.02837	1.33167	0.19875	0.16646	1.65245	0.17871	0.11793	1.62894	0.16593	0.11982	1.26489	0.14904	0.12323	0.96100	0.10926	0.28394	0.75850	0.21239	0.06175	0.75181	0.11152	0.43019	0.33672	0.14348	0.02199	0.31308	0.11265	0.52823	0.03484	0.14320	0.00813	0.02169	0.11169	0.53840	0.03377	0.15952	0.00318	0.02091
917	0.16261	0.16022	1.00510	0.12199	0.48162	1.41874	0.33289	0.27278	1.48723	0.01485	0.35771	1.28262	0.37996	0.14346	1.32037	-0.02008	0.25449	1.32246	0.35898	0.02863	1.33173	0.19851	0.16679	1.65244	0.17857	0.11823	1.62893	0.16614	0.11980	1.26495	0.14937	0.12304	0.96099	0.10938	0.28384	0.75868	0.21263	0.06152	0.75178	0.11159	0.43039	0.33701	0.14349	0.02162	0.31306	0.11268	0.52825	0.03493	0.14327	0.00822	0.02162	0.11172	0.53842	0.03382	0.15958	0.00326	0.02082
918	0.16249	0.16016	1.00510	0.12123	0.48185	1.41878	0.33262	0.27287	1.48692	0.01490	0.35743	1.28265	0.37998	0.14318	1.32040	-0.01989	0.25428	1.32232	0.35896	0.02865	1.33171	0.19811	0.16717	1.65239	0.17829	0.11860	1.62880	0.16589	0.11972	1.26500	0.14939	0.12290	0.96091	0.10936	0.28387	0.75871	0.21256	0.06128	0.75171	0.11162	0.43057	0.33713	0.14335	0.02137	0.31298	0.11280	0.52834	0.03504	0.14336	0.00826	0.02156	0.11183	0.53850	0.03393	0.15967	0.00329	0.02078
919	0.16225	0.16021	1.00506	0.12044	0.48186	1.41904	0.33226	0.27313	1.48656	0.01477	0.35724	1.28274	0.37994	0.14299	1.32043	-0.01987	0.25417	1.32224	0.35867	0.02870	1.33163	0.19771	0.16756	1.65234	0.17799	0.11898	1.62869	0.16551	0.11968	1.26501	0.14927	0.12300	0.96080	0.10928	0.28410	0.75870	0.21229	0.06122	0.75159	0.11167	0.43072	0.33713	0.14305	0.02121	0.31286	0.11299	0.52843	0.03510	0.14337	0.00824	0.02147	0.11200	0.53859	0.03401	0.15968	0.00328	0.02072
920	0.16211	0.16037	1.00502	0.11959	0.48148	1.41959	0.33211	0.27351	1.48635	0.01447	0.35707	1.28280	0.37977	0.14307	1.32040	-0.02006	0.25413	1.32213	0.35845	0.02888	1.33155	0.19747	0.16794	1.65238	0.17782	0.11934	1.62871	0.16534	0.11976	1.26500	0.14929	0.12333	0.96071	0.10924	0.28444	0.75875	0.21206	0.06138	0.75142	0.11174	0.43089	0.33713	0.14269	0.02104	0.31271	0.11313	0.52846	0.03510	0.14331	0.00822	0.02130	0.11213	0.53862	0.03402	0.15962	0.00327	0.02055
921	0.16218	0.16055	1.00500	0.11885	0.48097	1.42020	0.33234	0.27393	1.48620	0.01416	0.35690	1.28281	0.37955	0.14332	1.32029	-0.02033	0.25410	1.32198	0.35848	0.02911	1.33162	0.19738	0.16828	1.65246	0.17780	0.11963	1.62883	0.16555	0.11989	1.26498	0.14963	0.12368	0.96067	0.10931	0.28471	0.75884	0.21202	0.06161	0.75125	0.11176	0.43107	0.33722	0.14232	0.02081	0.31260	0.11313	0.52842	0.03511	0.14327	0.00819	0.02117	0.11214	0.53858	0.03401	0.15959	0.00326	0.02040
922	0.16241	0.16065	1.00499	0.11837	0.48067	1.42055	0.33276	0.27432	1.48600	0.01395	0.35678	1.28274	0.37934	0.14359	1.32009	-0.02048	0.25408	1.32179	0.35871	0.02933	1.33182	0.19734	0.16850	1.65252	0.17781	0.11981	1.62893	0.16606	0.12003	1.26495	0.15016	0.12384	0.96065	0.10944	0.28482	0.75896	0.21212	0.06168	0.75112	0.11170	0.43124	0.33739	0.14196	0.02048	0.31254	0.11307	0.52837	0.03520	0.14326	0.00813	0.02115	0.11210	0.53853	0.03409	0.15958	0.00319	0.02038
923	0.16260	0.16065	1.00497	0.11810	0.48066	1.42052	0.33289	0.27460	1.48573	0.01381	0.35671	1.28258	0.37919	0.14381	1.31983	-0.02043	0.25405	1.32153	0.35889	0.02949	1.33197	0.19724	0.16856	1.65247	0.17775	0.11983	1.62893	0.16657	0.12014	1.26488	0.15051	0.12378	0.96065	0.10948	0.28480	0.75908	0.21219	0.06148	0.75103	0.11163	0.43135	0.33759	0.14166	0.02008	0.31250	0.11305	0.52832	0.03537	0.14322	0.00805	0.02119	0.11209	0.53848	0.03426	0.15953	0.00310	0.02045
924	0.16258	0.16055	1.00494	0.11783	0.48069	1.42030	0.33247	0.27475	1.48541	0.01372	0.35659	1.28232	0.37910	0.14392	1.31956	-0.02030	0.25390	1.32122	0.35883	0.02953	1.33198	0.19707	0.16853	1.65238	0.17761	0.11978	1.62885	0.16675	0.12016	1.26477	0.15040	0.12358	0.96068	0.10936	0.28474	0.75922	0.21203	0.06113	0.75102	0.11161	0.43141	0.33781	0.14148	0.01973	0.31248	0.11306	0.52824	0.03552	0.14310	0.00800	0.02117	0.11211	0.53840	0.03441	0.15942	0.00307	0.02045
925	0.16233	0.16040	1.00494	0.11724	0.48057	1.42017	0.33187	0.27475	1.48513	0.01360	0.35630	1.28205	0.37906	0.14391	1.31935	-0.02029	0.25355	1.32095	0.35855	0.02942	1.33191	0.19689	0.16855	1.65232	0.17743	0.11981	1.62877	0.16651	0.12005	1.26465	0.14990	0.12333	0.96077	0.10913	0.28467	0.75935	0.21169	0.06077	0.75117	0.11160	0.43145	0.33801	0.14141	0.01948	0.31258	0.11297	0.52814	0.03561	0.14295	0.00801	0.02115	0.11202	0.53830	0.03448	0.15928	0.00312	0.02041
926	0.16203	0.16021	1.00499	0.11618	0.48033	1.42025	0.33178	0.27456	1.48498	0.01336	0.35588	1.28185	0.37904	0.14375	1.31920	-0.02047	0.25310	1.32077	0.35827	0.02924	1.33188	0.19678	0.16871	1.65228	0.17727	0.12002	1.62869	0.16611	0.11982	1.26459	0.14939	0.12303	0.96089	0.10889	0.28453	0.75942	0.21138	0.06046	0.75146	0.11154	0.43152	0.33819	0.14138	0.01930	0.31281	0.11274	0.52811	0.03570	0.14284	0.00806	0.02125	0.11178	0.53827	0.03456	0.15918	0.00321	0.02049
927	0.16186	0.15999	1.00503	0.11482	0.48007	1.42047	0.33240	0.27416	1.48496	0.01294	0.35548	1.28170	0.37903	0.14350	1.31902	-0.02078	0.25277	1.32060	0.35825	0.02908	1.33187	0.19675	0.16893	1.65217	0.17714	0.12029	1.62854	0.16586	0.11954	1.26456	0.14921	0.12269	0.96094	0.10875	0.28432	0.75939	0.21128	0.06016	0.75175	0.11145	0.43163	0.33833	0.14130	0.01909	0.31308	0.11246	0.52814	0.03579	0.14278	0.00812	0.02145	0.11149	0.53829	0.03464	0.15914	0.00329	0.02067
928	0.16185	0.15983	1.00502	0.11363	0.47996	1.42054	0.33325	0.27366	1.48496	0.01239	0.35522	1.28154	0.37902	0.14328	1.31878	-0.02111	0.25263	1.32040	0.35856	0.02902	1.33180	0.19675	0.16910	1.65197	0.17708	0.12045	1.62839	0.16586	0.11937	1.26454	0.14931	0.12240	0.96093	0.10872	0.28413	0.75932	0.21131	0.05987	0.75191	0.11135	0.43175	0.33844	0.14118	0.01884	0.31325	0.11229	0.52813	0.03586	0.14282	0.00817	0.02160	0.11132	0.53829	0.03471	0.15917	0.00334	0.02081
929	0.16190	0.15977	1.00500	0.11288	0.48015	1.42027	0.33372	0.27333	1.48490	0.01183	0.35515	1.28130	0.37907	0.14320	1.31857	-0.02137	0.25254	1.32017	0.35902	0.02910	1.33169	0.19674	0.16922	1.65181	0.17717	0.12047	1.62839	0.16604	0.11940	1.26451	0.14943	0.12227	0.96094	0.10871	0.28407	0.75934	0.21129	0.05961	0.75196	0.11125	0.43182	0.33855	0.14108	0.01858	0.31329	0.11229	0.52803	0.03594	0.14297	0.00823	0.02161	0.11133	0.53818	0.03478	0.15931	0.00337	0.02083
930	0.16198	0.15981	1.00501	0.11254	0.48053	1.41971	0.33365	0.27338	1.48470	0.01141	0.35511	1.28099	0.37913	0.14327	1.31841	-0.02147	0.25228	1.31993	0.35936	0.02933	1.33156	0.19678	0.16939	1.65181	0.17738	0.12048	1.62859	0.16629	0.11955	1.26448	0.14944	0.12228	0.96102	0.10867	0.28411	0.75949	0.21125	0.05946	0.75198	0.11121	0.43183	0.33871	0.14110	0.01838	0.31330	0.11240	0.52788	0.03606	0.14320	0.00825	0.02157	0.11144	0.53803	0.03488	0.15954	0.00337	0.02079
931	0.16203	0.15983	1.00502	0.11249	0.48084	1.41907	0.33333	0.27374	1.48441	0.01129	0.35493	1.28067	0.37911	0.14337	1.31831	-0.02136	0.25181	1.31974	0.35936	0.02957	1.33145	0.19684	0.16963	1.65194	0.17752	0.12061	1.62885	0.16647	0.11962	1.26444	0.14935	0.12228	0.96109	0.10863	0.28414	0.75965	0.21123	0.05936	0.75199	0.11126	0.43183	0.33884	0.14124	0.01825	0.31328	0.11253	0.52780	0.03613	0.14340	0.00823	0.02151	0.11157	0.53795	0.03495	0.15974	0.00337	0.02075
932	0.16187	0.15972	1.00496	0.11276	0.48089	1.41847	0.33308	0.27409	1.48425	0.01161	0.35451	1.28039	0.37908	0.14339	1.31836	-0.02112	0.25128	1.31965	0.35892	0.02956	1.33132	0.19677	0.16985	1.65205	0.17739	0.12083	1.62903	0.16623	0.11944	1.26436	0.14895	0.12216	0.96103	0.10860	0.28421	0.75958	0.21094	0.05908	0.75194	0.11143	0.43189	0.33879	0.14133	0.01816	0.31316	0.11262	0.52781	0.03604	0.14352	0.00818	0.02139	0.11166	0.53796	0.03486	0.15987	0.00336	0.02065
933	0.16130	0.15948	1.00476	0.11335	0.48069	1.41795	0.33298	0.27424	1.48441	0.01230	0.35400	1.28013	0.37916	0.14333	1.31864	-0.02086	0.25088	1.31964	0.35802	0.02920	1.33120	0.19647	0.16999	1.65205	0.17698	0.12099	1.62907	0.16527	0.11899	1.26419	0.14797	0.12194	0.96081	0.10857	0.28443	0.75917	0.21003	0.05846	0.75181	0.11166	0.43206	0.33844	0.14120	0.01805	0.31288	0.11262	0.52783	0.03571	0.14355	0.00817	0.02116	0.11166	0.53798	0.03456	0.15991	0.00339	0.02043
934	0.16051	0.15920	1.00450	0.11383	0.48044	1.41747	0.33292	0.27424	1.48480	0.01292	0.35352	1.27982	0.37931	0.14326	1.31909	-0.02075	0.25060	1.31962	0.35701	0.02872	1.33113	0.19613	0.17007	1.65192	0.17651	0.12109	1.62902	0.16391	0.11847	1.26400	0.14676	0.12175	0.96050	0.10853	0.28477	0.75856	0.20882	0.05768	0.75168	0.11183	0.43229	0.33792	0.14094	0.01789	0.31257	0.11249	0.52777	0.03524	0.14351	0.00822	0.02088	0.11154	0.53793	0.03412	0.15988	0.00343	0.02012
935	0.16010	0.15905	1.00433	0.11358	0.48036	1.41689	0.33281	0.27418	1.48517	0.01283	0.35309	1.27945	0.37937	0.14336	1.31939	-0.02097	0.25022	1.31957	0.35662	0.02860	1.33119	0.19607	0.17018	1.65176	0.17631	0.12120	1.62896	0.16314	0.11816	1.26390	0.14629	0.12166	0.96026	0.10855	0.28498	0.75814	0.20825	0.05724	0.75159	0.11176	0.43243	0.33755	0.14073	0.01775	0.31240	0.11232	0.52770	0.03493	0.14345	0.00831	0.02070	0.11137	0.53787	0.03383	0.15980	0.00351	0.01990
936	0.16045	0.15908	1.00433	0.11245	0.48058	1.41612	0.33272	0.27403	1.48534	0.01189	0.35267	1.27909	0.37929	0.14365	1.31927	-0.02152	0.24965	1.31952	0.35733	0.02902	1.33140	0.19646	0.17031	1.65168	0.17662	0.12133	1.62897	0.16367	0.11824	1.26395	0.14715	0.12165	0.96019	0.10864	0.28480	0.75817	0.20889	0.05747	0.75157	0.11143	0.43236	0.33759	0.14068	0.01769	0.31249	0.11223	0.52776	0.03507	0.14341	0.00842	0.02078	0.11128	0.53793	0.03398	0.15976	0.00360	0.01996
937	0.16136	0.15920	1.00449	0.11091	0.48107	1.41528	0.33279	0.27360	1.48537	0.01062	0.35233	1.27881	0.37920	0.14387	1.31886	-0.02210	0.24910	1.31948	0.35875	0.02960	1.33167	0.19715	0.17046	1.65176	0.17732	0.12148	1.62903	0.16517	0.11856	1.26410	0.14882	0.12160	0.96032	0.10875	0.28426	0.75856	0.21028	0.05813	0.75160	0.11106	0.43212	0.33801	0.14073	0.01765	0.31275	0.11231	0.52792	0.03564	0.14342	0.00843	0.02111	0.11135	0.53809	0.03455	0.15976	0.00361	0.02029
938	0.16214	0.15923	1.00467	0.10968	0.48158	1.41455	0.33305	0.27305	1.48548	0.00978	0.35207	1.27862	0.37919	0.14389	1.31855	-0.02235	0.24873	1.31946	0.35990	0.02997	1.33187	0.19773	0.17058	1.65191	0.17802	0.12162	1.62904	0.16654	0.11878	1.26423	0.15005	0.12147	0.96051	0.10881	0.28371	0.75899	0.21133	0.05860	0.75166	0.11086	0.43191	0.33848	0.14078	0.01759	0.31301	0.11245	0.52807	0.03618	0.14340	0.00832	0.02144	0.11149	0.53823	0.03507	0.15975	0.00351	0.02064
939	0.16219	0.15913	1.00472	0.10922	0.48178	1.41394	0.33332	0.27272	1.48585	0.00958	0.35170	1.27847	0.37931	0.14388	1.31870	-0.02228	0.24843	1.31954	0.36010	0.03010	1.33190	0.19793	0.17064	1.65197	0.17832	0.12171	1.62897	0.16678	0.11869	1.26422	0.14991	0.12127	0.96060	0.10871	0.28352	0.75908	0.21126	0.05845	0.75175	0.11083	0.43191	0.33862	0.14073	0.01756	0.31308	0.11244	0.52816	0.03624	0.14331	0.00820	0.02154	0.11148	0.53832	0.03512	0.15966	0.00339	0.02077
940	0.16147	0.15889	1.00463	0.10935	0.48151	1.41336	0.33337	0.27275	1.48661	0.00967	0.35107	1.27832	0.37949	0.14407	1.31941	-0.02216	0.24800	1.31980	0.35943	0.03013	1.33182	0.19771	0.17059	1.65189	0.17816	0.12165	1.62883	0.16572	0.11832	1.26408	0.14848	0.12102	0.96055	0.10848	0.28371	0.75876	0.21014	0.05771	0.75185	0.11089	0.43216	0.33836	0.14061	0.01763	0.31298	0.11225	0.52819	0.03583	0.14320	0.00814	0.02140	0.11130	0.53835	0.03468	0.15956	0.00332	0.02068
941	0.16051	0.15860	1.00450	0.10952	0.48098	1.41280	0.33313	0.27291	1.48768	0.00957	0.35030	1.27818	0.37961	0.14440	1.32049	-0.02227	0.24738	1.32017	0.35853	0.03006	1.33190	0.19734	0.17044	1.65168	0.17780	0.12147	1.62869	0.16418	0.11781	1.26390	0.14677	0.12079	0.96045	0.10830	0.28401	0.75832	0.20876	0.05686	0.75199	0.11103	0.43244	0.33796	0.14053	0.01776	0.31286	0.11207	0.52816	0.03525	0.14319	0.00807	0.02116	0.11112	0.53832	0.03408	0.15954	0.00324	0.02048
942	0.16000	0.15838	1.00447	0.10938	0.48067	1.41218	0.33272	0.27288	1.48886	0.00906	0.34968	1.27812	0.37957	0.14463	1.32161	-0.02262	0.24676	1.32054	0.35801	0.02991	1.33236	0.19719	0.17035	1.65143	0.17756	0.12134	1.62861	0.16333	0.11741	1.26382	0.14596	0.12069	0.96044	0.10831	0.28413	0.75811	0.20806	0.05641	0.75212	0.11115	0.43250	0.33773	0.14051	0.01783	0.31286	0.11200	0.52806	0.03486	0.14324	0.00794	0.02097	0.11105	0.53822	0.03365	0.15959	0.00311	0.02031
943	0.16018	0.15831	1.00458	0.10901	0.48086	1.41141	0.33232	0.27259	1.49006	0.00824	0.34934	1.27811	0.37938	0.14471	1.32262	-0.02306	0.24628	1.32080	0.35804	0.02987	1.33318	0.19743	0.17043	1.65121	0.17759	0.12138	1.62863	0.16365	0.11725	1.26389	0.14638	0.12075	0.96057	0.10846	0.28398	0.75825	0.20827	0.05654	0.75222	0.11113	0.43229	0.33775	0.14045	0.01780	0.31300	0.11202	0.52800	0.03482	0.14323	0.00778	0.02100	0.11108	0.53815	0.03359	0.15958	0.00294	0.02031
944	0.16062	0.15828	1.00476	0.10861	0.48138	1.41049	0.33208	0.27227	1.49131	0.00746	0.34915	1.27808	0.37920	0.14485	1.32358	-0.02342	0.24593	1.32097	0.35822	0.03009	1.33396	0.19792	0.17063	1.65104	0.17786	0.12156	1.62871	0.16446	0.11720	1.26410	0.14722	0.12081	0.96075	0.10856	0.28367	0.75848	0.20879	0.05682	0.75232	0.11093	0.43194	0.33786	0.14031	0.01768	0.31321	0.11208	0.52802	0.03499	0.14318	0.00769	0.02123	0.11113	0.53817	0.03376	0.15952	0.00284	0.02051
