	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
293	-1.22748	-0.38921	1.60453	-11.07699	49.96208	791.05927
294	-1.98029	-0.82481	4.18675	-9.04924	51.40704	792.11176
295	-2.89801	-1.14151	8.46435	-6.93529	52.89952	792.52429
296	-3.60991	-1.09725	14.66683	-4.81364	54.37548	791.75391
297	-3.67763	-0.45971	23.05665	-2.69719	55.76669	789.11871
298	-2.87483	0.84095	34.07607	-0.55193	56.97625	783.92786
299	-1.29313	2.48494	48.23355	1.66121	57.87144	775.56702
300	0.73938	3.68724	65.88086	3.94517	58.29439	763.50201
301	2.81232	3.35849	87.16908	6.24790	58.07399	747.19861
302	4.51979	0.50659	112.03015	8.47923	57.02670	726.16693
303	5.57812	-5.17509	140.09688	10.50449	55.02222	700.11151
304	5.93611	-13.04842	170.82776	12.16988	52.02011	668.92084
305	5.84005	-21.77747	203.59796	13.36120	48.10204	632.64062
306	5.72497	-30.06617	237.75392	14.04053	43.43528	591.62946
307	5.95128	-37.52875	272.83124	14.22548	38.18452	546.62970
308	6.67268	-44.83173	308.66455	13.97583	32.51978	498.83203
309	7.93405	-52.88959	345.15027	13.38588	26.63641	449.86954
310	9.82214	-62.02617	381.97964	12.51654	20.73647	401.75946
311	12.45508	-71.95538	418.70166	11.33760	14.97055	356.74225
312	15.83135	-82.27859	454.94662	9.82044	9.45381	316.68463
313	19.74730	-92.78543	490.42200	8.00616	4.31181	282.70316
314	23.79977	-103.30694	524.71887	6.05650	-0.29975	255.06219
315	27.51771	-113.56474	557.27692	4.23176	-4.21644	233.20287
316	30.50879	-123.23160	587.48877	2.74411	-7.21858	216.20168
317	32.51184	-131.94386	614.72089	1.69178	-9.14918	203.16780
318	33.45929	-139.37143	638.37714	0.98569	-10.05246	193.47308
319	33.43893	-145.23177	657.86182	0.29942	-10.09190	186.95639
320	32.66509	-149.26392	672.49744	-0.87197	-9.51212	183.89091
321	31.45934	-151.21452	681.59766	-2.94951	-8.66407	184.67609
322	30.17906	-150.83867	684.46143	-6.01806	-7.90172	189.79779
323	29.14660	-147.97006	680.45502	-9.79689	-7.38411	199.87244
324	28.56021	-142.58578	669.20319	-13.80700	-6.95956	215.52737
325	28.43155	-134.80063	650.51050	-17.51535	-6.29449	237.32848
326	28.59806	-124.86024	624.27686	-20.34320	-4.99083	265.51462
327	28.75062	-113.09463	590.41705	-21.76291	-2.66473	299.83765
328	28.52564	-99.80720	548.75189	-21.45999	0.90311	339.82315
329	27.63551	-85.28854	499.26935	-19.47883	5.71874	384.71945
330	25.95625	-69.97613	442.64407	-16.24416	11.65588	433.35242
331	23.53098	-54.49604	380.54895	-12.34319	18.53913	484.41620
332	20.53721	-39.63203	315.76614	-8.38644	26.20238	536.73285
333	17.22948	-26.16495	251.86852	-4.88540	34.47455	589.25555
334	13.89220	-14.71054	192.43727	-2.19036	43.10171	641.00616
335	10.79674	-5.57764	140.23079	-0.56667	51.76908	690.83539
336	8.11699	1.21097	96.56753	-0.18462	60.14000	737.36560
337	5.85478	5.61850	61.70442	-1.05252	67.88269	779.26971
338	3.89161	7.56067	35.37438	-2.95646	74.76917	815.47437
339	2.10410	7.28203	16.96703	-5.46321	80.75593	845.24762
340	0.58113	5.56403	5.56769	-7.99464	85.93182	868.23242
341	-0.47277	3.53351	-0.24637	-9.93405	90.46149	884.36395
342	-1.04065	1.92088	-2.30761	-10.83378	94.55258	893.86310
343	-1.23963	0.87634	-2.32106	-10.50362	98.39698	897.24365
344	-1.19871	0.37378	-1.50183	-9.01723	102.15053	895.31982
345	-1.04687	0.19345	-0.55642	-6.73405	105.93687	889.22687
346	-0.87166	0.18658	0.19799	-4.24005	109.81802	880.31659
347	-0.71224	0.24670	0.65677	-2.18009	113.70092	870.03918
348	-0.58547	0.30497	0.86140	-0.99394	117.25864	859.65521
349	-0.50189	0.34302	0.90753	-0.75949	120.06194	849.96252
