	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d	C:\Users\HCR-Student-01\Desktop\Paul\test\Teep_finished.c3d
3313	0.00815	0.10036	-0.01301	0.02322	0.12177	-0.53836	-0.00893	0.25560	-0.21621	-0.03395	0.01702	-0.26364	-0.02016	0.20731	-0.05780	-0.06847	0.02683	-0.08841	0.05329	0.20177	0.06264	-0.01219	0.24995	0.02117	-0.04197	0.27352	0.01068	0.02967	0.14562	0.00531	0.02437	0.05466	-0.00641	-0.02819	0.01728	-0.01917	0.03930	0.07755	-0.00081	-0.04520	-0.00155	-0.02638	0.01336	0.05831	0.00099	-0.01945	0.00273	-0.01868	0.00268	0.01486	-0.00473	-0.01812	0.00229	-0.01774	0.00295	0.01563	-0.00181
3314	0.01242	0.10262	-0.01545	0.02400	0.17065	-0.56511	-0.02825	0.26444	-0.24038	-0.02918	0.04776	-0.26888	-0.00710	0.18793	-0.06260	-0.05295	0.03293	-0.08152	0.06205	0.18959	0.05360	-0.02078	0.23760	0.02081	-0.05276	0.26167	0.01150	0.03620	0.15340	0.00496	0.02859	0.05825	-0.00872	-0.02373	0.01935	-0.02699	0.04337	0.07618	-0.00066	-0.03928	-0.00147	-0.03458	0.01686	0.05405	0.00137	-0.01608	0.00158	-0.02850	-0.00145	0.00712	-0.00692	-0.01491	0.00119	-0.02756	-0.00110	0.00855	-0.00471
3315	0.01649	0.10674	-0.01791	0.02557	0.22660	-0.59529	-0.05278	0.28202	-0.26562	-0.02198	0.08674	-0.27792	0.01005	0.16750	-0.06336	-0.03786	0.04266	-0.07680	0.07564	0.17881	0.04616	-0.03063	0.22948	0.01783	-0.06461	0.25301	0.01165	0.04389	0.16107	0.00426	0.03193	0.06481	-0.01095	-0.01995	0.02509	-0.03281	0.04428	0.07799	-0.00119	-0.03295	-0.00219	-0.04185	0.01775	0.05106	0.00066	-0.01239	-0.00324	-0.03862	-0.00342	0.00336	-0.00975	-0.01210	-0.00330	-0.03772	-0.00307	0.00507	-0.00876
3316	0.02064	0.11156	-0.01998	0.03776	0.27419	-0.63334	-0.07400	0.29908	-0.28925	-0.01015	0.12720	-0.29137	0.02907	0.14976	-0.06463	-0.02469	0.05760	-0.07535	0.09221	0.16829	0.03972	-0.04146	0.22555	0.01400	-0.07575	0.24714	0.01176	0.05269	0.16647	0.00253	0.03432	0.07195	-0.01239	-0.01596	0.03392	-0.03450	0.04251	0.08237	-0.00184	-0.02644	-0.00122	-0.04518	0.01552	0.04991	-0.00035	-0.00737	-0.00826	-0.04369	-0.00332	0.00407	-0.01091	-0.00850	-0.00775	-0.04251	-0.00308	0.00552	-0.01117
3317	0.02491	0.11558	-0.02155	0.06440	0.30295	-0.68294	-0.08461	0.31087	-0.31282	0.00360	0.16348	-0.30790	0.04805	0.13998	-0.07168	-0.01470	0.07674	-0.07649	0.10951	0.15828	0.03390	-0.05249	0.22407	0.01000	-0.08473	0.24225	0.01188	0.06165	0.16800	-0.00049	0.03626	0.07756	-0.01255	-0.01163	0.04337	-0.03201	0.03992	0.08784	-0.00200	-0.01956	0.00301	-0.04343	0.01067	0.04949	-0.00078	-0.00198	-0.00944	-0.04170	-0.00290	0.00738	-0.00965	-0.00458	-0.00834	-0.03989	-0.00280	0.00825	-0.01090
3318	0.02885	0.11774	-0.02287	0.09900	0.31123	-0.74489	-0.08113	0.31916	-0.34132	0.01326	0.19119	-0.32531	0.06675	0.14111	-0.08724	-0.00934	0.09563	-0.07865	0.12552	0.14997	0.02900	-0.06206	0.22245	0.00549	-0.09060	0.23620	0.01179	0.06889	0.16523	-0.00444	0.03847	0.08108	-0.01172	-0.00704	0.05128	-0.02724	0.03811	0.09304	-0.00129	-0.01207	0.01027	-0.03808	0.00433	0.04864	-0.00024	0.00171	-0.00555	-0.03547	-0.00367	0.01078	-0.00745	-0.00195	-0.00402	-0.03305	-0.00370	0.01113	-0.00948
3319	0.03156	0.11800	-0.02419	0.12888	0.30417	-0.81573	-0.06387	0.32766	-0.37904	0.01536	0.20677	-0.34236	0.08543	0.15204	-0.11019	-0.00879	0.10823	-0.08083	0.13803	0.14478	0.02526	-0.06779	0.21824	0.00014	-0.09289	0.22746	0.01154	0.07218	0.15900	-0.00823	0.04112	0.08377	-0.01066	-0.00225	0.05736	-0.02259	0.03701	0.09742	0.00013	-0.00445	0.01897	-0.03208	-0.00255	0.04739	0.00101	0.00234	0.00155	-0.02956	-0.00525	0.01299	-0.00618	-0.00188	0.00329	-0.02694	-0.00535	0.01318	-0.00880
3320	0.03226	0.11699	-0.02555	0.14463	0.29035	-0.88934	-0.03615	0.33819	-0.42646	0.01337	0.20876	-0.35977	0.10363	0.16877	-0.13662	-0.01029	0.11065	-0.08313	0.14493	0.14399	0.02252	-0.06787	0.20959	-0.00536	-0.09165	0.21528	0.01169	0.06993	0.15094	-0.01060	0.04349	0.08749	-0.00993	0.00269	0.06273	-0.01969	0.03520	0.10083	0.00164	0.00209	0.02726	-0.02796	-0.00939	0.04672	0.00225	0.00008	0.00903	-0.02668	-0.00559	0.01443	-0.00602	-0.00431	0.01080	-0.02429	-0.00565	0.01477	-0.00859
3321	0.03080	0.11534	-0.02690	0.14628	0.27923	-0.96056	-0.00259	0.35067	-0.48137	0.01603	0.20005	-0.37991	0.12054	0.18686	-0.16198	-0.00889	0.10394	-0.08622	0.14547	0.14836	0.02059	-0.06242	0.19555	-0.00958	-0.08778	0.19945	0.01286	0.06197	0.14259	-0.01107	0.04470	0.09284	-0.00953	0.00765	0.06821	-0.01879	0.03171	0.10271	0.00241	0.00623	0.03387	-0.02655	-0.01520	0.04735	0.00266	-0.00372	0.01450	-0.02686	-0.00272	0.01578	-0.00574	-0.00794	0.01617	-0.02495	-0.00267	0.01640	-0.00708
3322	0.02790	0.11313	-0.02832	0.14230	0.27719	-1.02862	0.03322	0.36391	-0.54124	0.03075	0.18789	-0.40581	0.13632	0.20293	-0.18292	-0.00094	0.09379	-0.09052	0.14135	0.15745	0.01993	-0.05425	0.17648	-0.01142	-0.08323	0.18026	0.01512	0.04977	0.13492	-0.01046	0.04417	0.09813	-0.00921	0.01220	0.07334	-0.01883	0.02732	0.10202	0.00179	0.00733	0.03827	-0.02676	-0.01809	0.04853	0.00173	-0.00688	0.01625	-0.02806	0.00365	0.01677	-0.00405	-0.01046	0.01764	-0.02663	0.00386	0.01765	-0.00291
3323	0.02461	0.11000	-0.02991	0.14292	0.28354	-1.09827	0.06865	0.37618	-0.60398	0.05781	0.18027	-0.43944	0.15226	0.21513	-0.19840	0.01280	0.08738	-0.09569	0.13603	0.16905	0.02194	-0.04815	0.15454	-0.01099	-0.08072	0.15890	0.01792	0.03610	0.12815	-0.01036	0.04172	0.10053	-0.00850	0.01534	0.07672	-0.01822	0.02390	0.09799	-0.00016	0.00587	0.04023	-0.02653	-0.01627	0.04831	-0.00034	-0.00725	0.01361	-0.02732	0.01198	0.01652	-0.00035	-0.00967	0.01456	-0.02604	0.01236	0.01755	0.00388
3324	0.02174	0.10585	-0.03164	0.15234	0.29079	-1.17630	0.10027	0.38692	-0.66871	0.08984	0.18132	-0.48012	0.16959	0.22338	-0.20977	0.02716	0.08948	-0.10026	0.13297	0.17969	0.02776	-0.04860	0.13345	-0.00917	-0.08246	0.13772	0.02071	0.02407	0.12215	-0.01175	0.03765	0.09845	-0.00705	0.01585	0.07750	-0.01617	0.02274	0.09119	-0.00257	0.00358	0.03988	-0.02452	-0.00965	0.04529	-0.00269	-0.00459	0.00710	-0.02363	0.01932	0.01458	0.00431	-0.00552	0.00752	-0.02197	0.01982	0.01568	0.01100
3325	0.01961	0.10146	-0.03338	0.16497	0.29109	-1.26597	0.12363	0.39806	-0.73731	0.11596	0.18952	-0.52392	0.18827	0.22973	-0.22027	0.03595	0.10023	-0.10151	0.13449	0.18629	0.03644	-0.05722	0.11690	-0.00655	-0.08884	0.11950	0.02354	0.01588	0.11689	-0.01433	0.03304	0.09299	-0.00520	0.01337	0.07665	-0.01315	0.02383	0.08400	-0.00447	0.00231	0.03841	-0.02106	-0.00049	0.04005	-0.00445	-0.00051	-0.00187	-0.01908	0.02236	0.01146	0.00730	0.00000	-0.00194	-0.01668	0.02286	0.01262	0.01456
3326	0.01820	0.09830	-0.03516	0.16753	0.28458	-1.36454	0.13536	0.41291	-0.81303	0.12728	0.20117	-0.56467	0.20765	0.23820	-0.23467	0.03631	0.11590	-0.09650	0.14215	0.18797	0.04449	-0.07167	0.10642	-0.00300	-0.09813	0.10598	0.02697	0.01193	0.11270	-0.01715	0.02932	0.08696	-0.00421	0.00895	0.07665	-0.01035	0.02638	0.07954	-0.00573	0.00275	0.03791	-0.01746	0.00753	0.03475	-0.00546	0.00404	-0.01069	-0.01551	0.01962	0.00870	0.00721	0.00544	-0.01104	-0.01217	0.02005	0.00984	0.01297
3327	0.01752	0.09765	-0.03729	0.14720	0.28138	-1.46597	0.13502	0.43389	-0.89824	0.12137	0.21592	-0.59691	0.22757	0.25318	-0.25800	0.03118	0.13206	-0.08447	0.15697	0.18674	0.04777	-0.08684	0.10038	0.00170	-0.10736	0.09668	0.03126	0.01107	0.11006	-0.01959	0.02745	0.08264	-0.00536	0.00470	0.07934	-0.00882	0.02966	0.07973	-0.00712	0.00442	0.04048	-0.01482	0.01162	0.03214	-0.00640	0.00905	-0.01572	-0.01241	0.01280	0.00812	0.00534	0.01036	-0.01600	-0.00793	0.01307	0.00897	0.00871
3328	0.01782	0.09974	-0.04030	0.10202	0.29327	-1.56512	0.12401	0.46101	-0.99427	0.10451	0.23820	-0.61971	0.24764	0.27686	-0.29336	0.02819	0.14700	-0.06863	0.17858	0.18657	0.04419	-0.09764	0.09528	0.00708	-0.11379	0.08949	0.03573	0.01168	0.10895	-0.02188	0.02759	0.08048	-0.00905	0.00286	0.08448	-0.00906	0.03329	0.08415	-0.00943	0.00676	0.04734	-0.01346	0.01185	0.03468	-0.00799	0.01327	-0.01427	-0.00958	0.00541	0.01057	0.00320	0.01362	-0.01418	-0.00410	0.00550	0.01077	0.00479
3329	0.01930	0.10359	-0.04449	0.04364	0.32376	-1.65836	0.10281	0.49069	-1.10202	0.08927	0.27298	-0.63786	0.26501	0.30732	-0.34040	0.03533	0.16280	-0.05519	0.20406	0.19127	0.03510	-0.10172	0.08874	0.01170	-0.11608	0.08254	0.03890	0.01255	0.10835	-0.02445	0.02895	0.07931	-0.01443	0.00459	0.09013	-0.01088	0.03690	0.09032	-0.01262	0.00934	0.05823	-0.01307	0.01088	0.04297	-0.01034	0.01421	-0.00648	-0.00883	0.00058	0.01542	0.00053	0.01335	-0.00594	-0.00324	0.00052	0.01482	0.00150
3330	0.02138	0.10747	-0.04942	-0.01267	0.36766	-1.74125	0.07159	0.51501	-1.22104	0.08642	0.32075	-0.65844	0.27472	0.33848	-0.39552	0.05622	0.18320	-0.04958	0.22805	0.20259	0.02441	-0.10042	0.08120	0.01386	-0.11482	0.07564	0.03953	0.01281	0.10667	-0.02706	0.02984	0.07774	-0.01961	0.00864	0.09395	-0.01321	0.03951	0.09522	-0.01573	0.01179	0.07097	-0.01271	0.01144	0.05454	-0.01283	0.01070	0.00490	-0.01154	-0.00021	0.02103	-0.00334	0.00898	0.00568	-0.00722	-0.00037	0.01985	-0.00218
3331	0.02251	0.10994	-0.05377	-0.06047	0.41633	-1.80809	0.03380	0.52290	-1.34726	0.09708	0.37592	-0.68508	0.27363	0.36194	-0.45321	0.08791	0.20995	-0.05278	0.24463	0.21939	0.01586	-0.09712	0.07486	0.01278	-0.11207	0.06981	0.03772	0.01148	0.10306	-0.02865	0.02811	0.07543	-0.02227	0.01189	0.09464	-0.01427	0.03956	0.09711	-0.01763	0.01395	0.08202	-0.01107	0.01407	0.06476	-0.01461	0.00403	0.01585	-0.01613	0.00248	0.02532	-0.00765	0.00207	0.01663	-0.01405	0.00228	0.02386	-0.00617
3332	0.02106	0.11068	-0.05601	-0.10413	0.46028	-1.85439	-0.00355	0.50477	-1.47170	0.11301	0.42865	-0.71483	0.26319	0.37064	-0.50755	0.12305	0.24091	-0.06103	0.25018	0.23813	0.01064	-0.09464	0.07129	0.00952	-0.11012	0.06595	0.03524	0.00758	0.09851	-0.02787	0.02221	0.07322	-0.02102	0.01197	0.09294	-0.01252	0.03562	0.09617	-0.01771	0.01603	0.08855	-0.00717	0.01723	0.06960	-0.01512	-0.00352	0.02282	-0.01892	0.00654	0.02603	-0.01083	-0.00522	0.02343	-0.01905	0.00632	0.02446	-0.00938
3333	0.01648	0.11044	-0.05545	-0.15052	0.48872	-1.88174	-0.03466	0.45824	-1.58301	0.12490	0.46874	-0.74101	0.24869	0.36241	-0.55397	0.15439	0.27175	-0.06924	0.24535	0.25441	0.00731	-0.09364	0.07005	0.00661	-0.11029	0.06395	0.03460	0.00086	0.09521	-0.02399	0.01221	0.07243	-0.01634	0.00904	0.09115	-0.00794	0.02735	0.09380	-0.01613	0.01810	0.09010	-0.00131	0.01874	0.06811	-0.01435	-0.01059	0.02436	-0.01714	0.00964	0.02177	-0.01188	-0.01182	0.02476	-0.01849	0.00937	0.02001	-0.01086
3334	0.01000	0.11037	-0.05284	-0.19986	0.48998	-1.90197	-0.05776	0.39018	-1.67295	0.13073	0.49028	-0.75998	0.23643	0.34167	-0.59081	0.17864	0.29964	-0.07519	0.23518	0.26544	0.00403	-0.09346	0.06938	0.00629	-0.11255	0.06274	0.03726	-0.00738	0.09471	-0.01765	0.00037	0.07413	-0.01043	0.00516	0.09162	-0.00221	0.01642	0.09178	-0.01391	0.01963	0.08862	0.00482	0.01724	0.06264	-0.01300	-0.01703	0.02146	-0.01119	0.01008	0.01348	-0.01115	-0.01779	0.02168	-0.01250	0.00972	0.01129	-0.01067
3335	0.00437	0.11134	-0.05002	-0.24498	0.45564	-1.93439	-0.07127	0.31253	-1.74128	0.13679	0.49446	-0.77492	0.23124	0.31804	-0.61953	0.19751	0.32554	-0.08057	0.22740	0.27223	0.00092	-0.09380	0.06755	0.00883	-0.11618	0.06091	0.04247	-0.01432	0.09668	-0.01052	-0.00925	0.07861	-0.00610	0.00284	0.09568	0.00250	0.00669	0.09178	-0.01236	0.01972	0.08699	0.00923	0.01304	0.05711	-0.01201	-0.02293	0.01621	-0.00451	0.00686	0.00447	-0.01025	-0.02324	0.01630	-0.00505	0.00637	0.00171	-0.01017
3336	0.00257	0.11355	-0.04857	-0.27785	0.38404	-1.99448	-0.07006	0.23610	-1.79630	0.15193	0.48794	-0.79317	0.23550	0.30262	-0.64324	0.21606	0.35325	-0.08845	0.22922	0.28001	0.00003	-0.09526	0.06384	0.01249	-0.12056	0.05745	0.04786	-0.01685	0.09943	-0.00438	-0.01297	0.08460	-0.00500	0.00373	0.10285	0.00527	0.00226	0.09460	-0.01208	0.01821	0.08741	0.01130	0.00793	0.05502	-0.01167	-0.02767	0.01066	-0.00027	0.00001	-0.00136	-0.01030	-0.02753	0.01062	-0.00007	-0.00057	-0.00462	-0.01044
3337	0.00608	0.11646	-0.04872	-0.29799	0.27942	-2.08302	-0.04943	0.16661	-1.84955	0.17950	0.47752	-0.81977	0.24946	0.30302	-0.66444	0.23867	0.38624	-0.10051	0.24367	0.29588	0.00322	-0.09870	0.05860	0.01506	-0.12545	0.05221	0.05114	-0.01338	0.10125	-0.00011	-0.00964	0.08936	-0.00652	0.00820	0.11088	0.00694	0.00531	0.09970	-0.01234	0.01653	0.09035	0.01240	0.00439	0.05805	-0.01114	-0.03012	0.00657	0.00161	-0.00875	-0.00183	-0.01027	-0.02953	0.00638	0.00216	-0.00938	-0.00531	-0.01045
3338	0.01413	0.11903	-0.04947	-0.31895	0.15164	-2.18280	-0.01146	0.10309	-1.90771	0.21150	0.46561	-0.85255	0.27125	0.31956	-0.68377	0.26493	0.42397	-0.11629	0.26748	0.32477	0.01024	-0.10432	0.05255	0.01545	-0.13069	0.04572	0.05133	-0.00515	0.10124	0.00233	-0.00058	0.09039	-0.00840	0.01575	0.11679	0.00913	0.01535	0.10553	-0.01146	0.01691	0.09469	0.01473	0.00453	0.06528	-0.00889	-0.02962	0.00523	0.00350	-0.01647	0.00241	-0.00797	-0.02865	0.00490	0.00410	-0.01711	-0.00107	-0.00810
3339	0.02386	0.12004	-0.04968	-0.36732	0.01801	-2.26476	0.03387	0.03882	-1.96920	0.22942	0.45018	-0.88264	0.29656	0.34530	-0.70076	0.28853	0.46022	-0.13412	0.29246	0.36621	0.01868	-0.11124	0.04617	0.01375	-0.13582	0.03860	0.04875	0.00392	0.09891	0.00343	0.01197	0.08739	-0.00830	0.02536	0.11845	0.01275	0.02978	0.11017	-0.00828	0.02077	0.09885	0.01941	0.00900	0.07316	-0.00413	-0.02709	0.00721	0.00726	-0.02033	0.00826	-0.00251	-0.02584	0.00678	0.00774	-0.02093	0.00498	-0.00264
3340	0.03154	0.11856	-0.04905	-0.46845	-0.10120	-2.30166	0.07219	-0.03512	-2.02844	0.21429	0.42797	-0.89930	0.31834	0.36992	-0.71543	0.30106	0.48533	-0.15203	0.30940	0.41420	0.02506	-0.11783	0.03974	0.01038	-0.14027	0.03145	0.04417	0.00914	0.09374	0.00345	0.02566	0.08289	-0.00541	0.03590	0.11617	0.01715	0.04459	0.11204	-0.00335	0.02759	0.10172	0.02548	0.01641	0.07682	0.00206	-0.02470	0.01211	0.01263	-0.01918	0.01236	0.00489	-0.02320	0.01157	0.01298	-0.01970	0.00958	0.00455
3341	0.03452	0.11457	-0.04830	-0.62717	-0.19361	-2.28066	0.08935	-0.12615	-2.08169	0.16023	0.39784	-0.89506	0.32791	0.38454	-0.72911	0.29838	0.49187	-0.16761	0.31170	0.46016	0.02585	-0.12240	0.03389	0.00575	-0.14344	0.02529	0.03839	0.00765	0.08543	0.00249	0.03844	0.08065	-0.00112	0.04658	0.11287	0.02046	0.05599	0.11059	0.00144	0.03518	0.10328	0.03026	0.02394	0.07285	0.00738	-0.02441	0.01843	0.01711	-0.01429	0.01329	0.01128	-0.02261	0.01777	0.01729	-0.01467	0.01138	0.01033
3342	0.03268	0.10877	-0.04848	-0.82059	-0.26147	-2.20502	0.07825	-0.23862	-2.12638	0.08035	0.36169	-0.86831	0.31803	0.38408	-0.74316	0.28456	0.47927	-0.17795	0.29724	0.49659	0.01784	-0.12367	0.02949	0.00093	-0.14470	0.02128	0.03242	0.00038	0.07445	0.00077	0.04935	0.08262	0.00180	0.05694	0.11166	0.02060	0.06203	0.10627	0.00413	0.04116	0.10452	0.03097	0.02875	0.06167	0.00973	-0.02651	0.02436	0.01720	-0.00817	0.01174	0.01336	-0.02428	0.02354	0.01701	-0.00840	0.01090	0.01125
3343	0.02857	0.10188	-0.05033	-1.00915	-0.31860	-2.08658	0.04522	-0.37356	-2.15572	-0.00040	0.32248	-0.82221	0.28706	0.36627	-0.75706	0.26992	0.45317	-0.18062	0.26842	0.51862	-0.00109	-0.12105	0.02664	-0.00242	-0.14327	0.01976	0.02735	-0.00812	0.06246	-0.00159	0.05925	0.08719	0.00096	0.06670	0.11333	0.01628	0.06338	0.09958	0.00339	0.04417	0.10663	0.02636	0.02926	0.04727	0.00807	-0.02915	0.02891	0.01117	-0.00276	0.00927	0.00952	-0.02639	0.02787	0.01035	-0.00286	0.00940	0.00601
3344	0.02580	0.09422	-0.05394	-1.15816	-0.37740	-1.93572	0.00660	-0.52752	-2.15770	-0.06020	0.28199	-0.76119	0.24063	0.32972	-0.76827	0.26401	0.41965	-0.17482	0.23092	0.52370	-0.03063	-0.11474	0.02410	-0.00337	-0.13864	0.01937	0.02378	-0.01213	0.05198	-0.00506	0.06997	0.09035	-0.00440	0.07576	0.11611	0.00787	0.06267	0.09049	-0.00111	0.04355	0.10982	0.01736	0.02571	0.03452	0.00265	-0.02976	0.03203	0.00063	0.00119	0.00717	0.00098	-0.02647	0.03076	-0.00086	0.00116	0.00791	-0.00340
3345	0.02667	0.08592	-0.05861	-1.25574	-0.43431	-1.75519	-0.02425	-0.69044	-2.12074	-0.09203	0.24070	-0.68760	0.18818	0.27423	-0.77357	0.26865	0.37998	-0.16163	0.19114	0.51165	-0.06795	-0.10614	0.02021	-0.00293	-0.13140	0.01780	0.02109	-0.00801	0.04561	-0.01029	0.08257	0.08877	-0.01290	0.08345	0.11708	-0.00255	0.06293	0.07936	-0.00849	0.03898	0.11320	0.00663	0.01974	0.02635	-0.00510	-0.02747	0.03357	-0.01087	0.00330	0.00568	-0.00912	-0.02383	0.03215	-0.01292	0.00331	0.00656	-0.01310
3346	0.03062	0.07759	-0.06301	-1.31406	-0.46836	-1.54287	-0.04557	-0.84613	-2.04081	-0.10443	0.19841	-0.60197	0.13768	0.20366	-0.77032	0.27619	0.33105	-0.14327	0.15365	0.48584	-0.10865	-0.09778	0.01473	-0.00352	-0.12342	0.01378	0.01804	0.00375	0.04524	-0.01719	0.09575	0.08199	-0.02198	0.08809	0.11410	-0.01241	0.06573	0.06776	-0.01676	0.03065	0.11538	-0.00285	0.01321	0.02264	-0.01297	-0.02423	0.03277	-0.02065	0.00284	0.00397	-0.01749	-0.02052	0.03129	-0.02330	0.00288	0.00472	-0.01980
3347	0.03485	0.07055	-0.06555	-1.35279	-0.45648	-1.29988	-0.06406	-0.97731	-1.92460	-0.11228	0.15452	-0.50617	0.09269	0.12826	-0.75666	0.27468	0.27070	-0.12173	0.11981	0.45392	-0.14749	-0.09242	0.00982	-0.00690	-0.11694	0.00852	0.01404	0.01917	0.05191	-0.02422	0.10594	0.07221	-0.02926	0.08798	0.10712	-0.01987	0.07005	0.05786	-0.02332	0.01974	0.11500	-0.00934	0.00722	0.02101	-0.01858	-0.02324	0.02881	-0.02777	-0.00110	0.00127	-0.02198	-0.01983	0.02739	-0.03120	-0.00098	0.00193	-0.02212
3348	0.03634	0.06647	-0.06475	-1.37915	-0.39248	-1.03592	-0.08406	-1.07257	-1.78530	-0.12548	0.10811	-0.40503	0.05401	0.06295	-0.73072	0.25592	0.20224	-0.09723	0.08782	0.42650	-0.17862	-0.09121	0.00909	-0.01267	-0.11305	0.00530	0.00998	0.03335	0.06592	-0.02888	0.10905	0.06263	-0.03317	0.08241	0.09779	-0.02419	0.07295	0.05097	-0.02635	0.00872	0.11086	-0.01259	0.00226	0.01880	-0.02054	-0.02629	0.02190	-0.03170	-0.00824	-0.00239	-0.02200	-0.02359	0.02071	-0.03589	-0.00800	-0.00145	-0.02042
3349	0.03370	0.06660	-0.05975	-1.38437	-0.29499	-0.76827	-0.10149	-1.12987	-1.63437	-0.14440	0.05856	-0.30494	0.02226	0.02160	-0.69014	0.21989	0.13330	-0.06863	0.05431	0.41294	-0.19651	-0.09233	0.01527	-0.01845	-0.11069	0.00738	0.00789	0.04263	0.08654	-0.02880	0.10297	0.05643	-0.03313	0.07250	0.08871	-0.02538	0.07164	0.04723	-0.02570	0.00073	0.10247	-0.01323	-0.00107	0.01475	-0.01928	-0.03252	0.01350	-0.03188	-0.01658	-0.00601	-0.01885	-0.03082	0.01266	-0.03628	-0.01619	-0.00441	-0.01650
3350	0.02745	0.07116	-0.05073	-1.35781	-0.19957	-0.51640	-0.10847	-1.15610	-1.47659	-0.16381	0.00607	-0.21179	-0.00238	0.00906	-0.63334	0.17277	0.07065	-0.03549	0.01645	0.41549	-0.19798	-0.09167	0.02834	-0.02156	-0.10718	0.01596	0.00949	0.04548	0.11131	-0.02300	0.08871	0.05647	-0.02967	0.06075	0.08284	-0.02411	0.06510	0.04678	-0.02258	-0.00175	0.09072	-0.01260	-0.00214	0.00943	-0.01641	-0.03908	0.00553	-0.02877	-0.02319	-0.00831	-0.01493	-0.03830	0.00507	-0.03245	-0.02268	-0.00590	-0.01287
