	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\finishedTeepN3.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
271	5.63605	-53.58334	257.38724	-7.77480	54.76121	448.80121
272	5.63072	-53.56723	257.32077	-7.78171	54.76318	448.88376
273	5.62543	-53.55133	257.25452	-7.78850	54.76547	448.96643
274	5.62020	-53.53566	257.18848	-7.79516	54.76807	449.04919
275	5.61502	-53.52020	257.12262	-7.80168	54.77099	449.13208
276	5.60990	-53.50492	257.05701	-7.80806	54.77422	449.21503
277	5.60484	-53.48985	256.99155	-7.81430	54.77775	449.29803
278	5.59983	-53.47495	256.92633	-7.82038	54.78157	449.38107
279	5.59489	-53.46023	256.86130	-7.82630	54.78569	449.46411
280	5.59001	-53.44567	256.79645	-7.83206	54.79009	449.54718
281	5.58520	-53.43128	256.73178	-7.83764	54.79477	449.63022
282	5.58045	-53.41703	256.66733	-7.84306	54.79972	449.71323
283	5.57577	-53.40293	256.60303	-7.84829	54.80494	449.79620
284	5.57115	-53.38896	256.53891	-7.85333	54.81040	449.87903
285	5.56658	-53.37512	256.47491	-7.85818	54.81609	449.96182
286	5.56208	-53.36140	256.41110	-7.86283	54.82201	450.04443
287	5.55763	-53.34779	256.34738	-7.86727	54.82814	450.12692
288	5.55323	-53.33428	256.28381	-7.87150	54.83447	450.20929
289	5.54889	-53.32087	256.22034	-7.87551	54.84100	450.29144
290	5.54460	-53.30754	256.15698	-7.87929	54.84769	450.37338
291	5.54035	-53.29430	256.09372	-7.88284	54.85456	450.45511
292	5.53614	-53.28112	256.03055	-7.88616	54.86156	450.53656
293	5.53197	-53.26801	255.96744	-7.88924	54.86869	450.61777
294	5.52782	-53.25496	255.90440	-7.89208	54.87594	450.69864
295	5.52370	-53.24195	255.84140	-7.89467	54.88328	450.77921
296	5.51960	-53.22900	255.77844	-7.89700	54.89071	450.85944
297	5.51550	-53.21606	255.71553	-7.89909	54.89820	450.93927
298	5.51142	-53.20317	255.65260	-7.90091	54.90573	451.01874
299	5.50733	-53.19028	255.58971	-7.90248	54.91330	451.09778
300	5.50325	-53.17742	255.52678	-7.90378	54.92089	451.17636
301	5.49915	-53.16456	255.46390	-7.90483	54.92848	451.25452
302	5.49505	-53.15169	255.40097	-7.90562	54.93607	451.33218
303	5.49092	-53.13882	255.33801	-7.90616	54.94363	451.40936
304	5.48678	-53.12593	255.27502	-7.90646	54.95115	451.48599
305	5.48260	-53.11302	255.21202	-7.90650	54.95863	451.56216
306	5.47840	-53.10008	255.14894	-7.90631	54.96604	451.63773
307	5.47416	-53.08710	255.08583	-7.90588	54.97338	451.71274
308	5.46988	-53.07409	255.02266	-7.90521	54.98063	451.78714
309	5.46556	-53.06102	254.95943	-7.90431	54.98778	451.86099
310	5.46120	-53.04790	254.89610	-7.90319	54.99482	451.93417
311	5.45680	-53.03472	254.83273	-7.90186	55.00175	452.00681
312	5.45236	-53.02148	254.76927	-7.90033	55.00855	452.07877
313	5.44788	-53.00818	254.70573	-7.89860	55.01523	452.15012
314	5.44337	-52.99481	254.64211	-7.89669	55.02176	452.22076
315	5.43882	-52.98137	254.57837	-7.89459	55.02814	452.29083
316	5.43424	-52.96784	254.51456	-7.89233	55.03436	452.36017
317	5.42961	-52.95423	254.45065	-7.88990	55.04041	452.42883
318	5.42496	-52.94054	254.38663	-7.88732	55.04630	452.49683
319	5.42027	-52.92675	254.32251	-7.88460	55.05202	452.56418
320	5.41555	-52.91289	254.25832	-7.88174	55.05757	452.63080
321	5.41080	-52.89892	254.19398	-7.87876	55.06294	452.69678
322	5.40601	-52.88486	254.12961	-7.87566	55.06814	452.76199
323	5.40120	-52.87070	254.06514	-7.87246	55.07317	452.82663
324	5.39636	-52.85645	254.00056	-7.86917	55.07802	452.89053
325	5.39150	-52.84208	253.93593	-7.86579	55.08269	452.95374
326	5.38661	-52.82762	253.87120	-7.86233	55.08718	453.01627
327	5.38169	-52.81305	253.80641	-7.85881	55.09150	453.07809
328	5.37675	-52.79837	253.74155	-7.85524	55.09565	453.13928
329	5.37177	-52.78358	253.67661	-7.85163	55.09963	453.19980
330	5.36676	-52.76869	253.61165	-7.84799	55.10344	453.25958
331	5.36172	-52.75369	253.54660	-7.84433	55.10709	453.31873
332	5.35664	-52.73857	253.48154	-7.84067	55.11057	453.37720
333	5.35152	-52.72336	253.41643	-7.83702	55.11390	453.43503
334	5.34636	-52.70803	253.35130	-7.83339	55.11708	453.49216
335	5.34116	-52.69259	253.28615	-7.82979	55.12010	453.54865
336	5.33591	-52.67705	253.22098	-7.82624	55.12298	453.60446
337	5.33064	-52.66140	253.15581	-7.82273	55.12571	453.65967
338	5.32532	-52.64564	253.09064	-7.81929	55.12830	453.71420
339	5.31998	-52.62978	253.02548	-7.81592	55.13074	453.76816
340	5.31460	-52.61383	252.96036	-7.81263	55.13306	453.82144
341	5.30920	-52.59777	252.89525	-7.80944	55.13524	453.87411
342	5.30377	-52.58162	252.83017	-7.80635	55.13729	453.92615
343	5.29832	-52.56538	252.76515	-7.80337	55.13923	453.97763
344	5.29285	-52.54904	252.70016	-7.80051	55.14103	454.02850
345	5.28736	-52.53262	252.63528	-7.79778	55.14272	454.07877
346	5.28187	-52.51612	252.57045	-7.79519	55.14429	454.12848
347	5.27638	-52.49954	252.50571	-7.79273	55.14574	454.17761
348	5.27089	-52.48290	252.44106	-7.79041	55.14709	454.22617
