	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N3_finishedFinal\FinishedElbowN3.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
316	-2.54005	-43.87284	245.97890	0.52154	46.72732	459.14447
317	-2.53344	-43.90252	246.07831	0.52230	46.72161	459.06543
318	-2.52682	-43.93240	246.17804	0.52306	46.71594	458.98569
319	-2.52017	-43.96247	246.27806	0.52383	46.71032	458.90509
320	-2.51351	-43.99272	246.37839	0.52460	46.70473	458.82376
321	-2.50684	-44.02316	246.47896	0.52538	46.69919	458.74164
322	-2.50014	-44.05377	246.57973	0.52617	46.69368	458.65881
323	-2.49344	-44.08455	246.68073	0.52696	46.68821	458.57523
324	-2.48672	-44.11549	246.78194	0.52776	46.68277	458.49091
325	-2.47998	-44.14660	246.88329	0.52856	46.67735	458.40579
326	-2.47323	-44.17784	246.98480	0.52936	46.67196	458.31998
327	-2.46647	-44.20923	247.08643	0.53017	46.66660	458.23337
328	-2.45970	-44.24075	247.18819	0.53098	46.66124	458.14606
329	-2.45293	-44.27239	247.29002	0.53179	46.65591	458.05804
330	-2.44614	-44.30415	247.39194	0.53259	46.65058	457.96933
331	-2.43935	-44.33601	247.49388	0.53339	46.64525	457.87985
332	-2.43256	-44.36797	247.59587	0.53418	46.63992	457.78964
