	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
4288	0.03626	-0.13517	-0.00304	0.13977	-0.08283	-0.00772	-0.20774	-0.43252	0.02758	0.06259	-0.17548	0.03154	-0.17955	-0.27896	-0.02974	0.06603	-0.31005	0.03304	-0.05867	-0.17590	-0.06110	0.02849	-0.28779	-0.03581	0.02391	-0.29181	-0.01598	0.03606	-0.17208	-0.03707	0.09483	-0.06562	0.01029	0.06329	-0.05544	0.00799	0.04814	-0.10219	0.03343	0.01366	-0.01519	0.02518	-0.03737	-0.11548	0.03476	-0.01030	-0.00315	0.02856	-0.01030	-0.02378	0.04747	-0.01005	-0.00302	0.02883	-0.00980	-0.02306	0.05332
4289	0.03124	-0.13733	-0.01339	0.10955	-0.08158	-0.04448	-0.25735	-0.37566	0.00551	0.02279	-0.18782	0.00566	-0.17141	-0.28616	-0.02182	0.02162	-0.28832	0.01282	-0.06093	-0.19593	-0.04158	0.01524	-0.28854	-0.03205	0.01177	-0.29411	-0.00841	0.04168	-0.17719	-0.03543	0.09395	-0.05788	-0.00881	0.04265	-0.05899	-0.00281	0.04939	-0.09724	0.00240	-0.01416	-0.02900	0.00936	-0.03306	-0.12824	0.00485	-0.00315	-0.02043	0.00916	-0.00717	-0.03174	0.01555	-0.00459	-0.02134	0.00670	-0.00624	-0.02866	0.02178
4290	0.03461	-0.13903	-0.02574	0.09507	-0.12738	-0.04870	-0.32220	-0.33855	-0.00216	-0.00735	-0.20104	-0.00311	-0.16096	-0.27318	-0.01570	-0.01455	-0.25641	0.00436	-0.05279	-0.20687	-0.03377	0.01270	-0.28702	-0.03073	0.01189	-0.29451	-0.00397	0.05813	-0.18140	-0.03053	0.09561	-0.05658	-0.03575	0.03289	-0.06861	-0.02480	0.05229	-0.08891	-0.02980	-0.02136	-0.04115	-0.01597	-0.02339	-0.13207	-0.02702	0.00906	-0.02682	-0.01664	0.00196	-0.03268	-0.02795	0.00656	-0.02835	-0.02059	0.00288	-0.02819	-0.02605
4291	0.04007	-0.13875	-0.03073	0.09950	-0.18893	-0.01217	-0.31928	-0.36177	0.02031	-0.00506	-0.19585	0.00683	-0.15880	-0.25490	-0.00724	-0.01947	-0.23087	0.01183	-0.03480	-0.20787	-0.02912	0.01140	-0.27428	-0.03031	0.01840	-0.28508	-0.00186	0.06669	-0.18052	-0.02966	0.09469	-0.06645	-0.04911	0.03785	-0.07689	-0.03875	0.05375	-0.08734	-0.04008	-0.00870	-0.04040	-0.02897	-0.01621	-0.11790	-0.03767	0.01502	-0.01610	-0.02901	0.00368	-0.02709	-0.04913	0.01222	-0.01768	-0.03264	0.00412	-0.02402	-0.05102
4292	0.04294	-0.13218	-0.02758	0.08349	-0.22140	0.03773	-0.23655	-0.42860	0.06160	0.02762	-0.17183	0.01881	-0.16380	-0.24454	0.00086	0.00278	-0.21447	0.02006	-0.02234	-0.20552	-0.01550	0.00260	-0.25107	-0.02850	0.01703	-0.26503	0.00136	0.06088	-0.17117	-0.03651	0.09615	-0.07340	-0.04245	0.05282	-0.07108	-0.03775	0.05564	-0.09016	-0.02621	0.00614	-0.02530	-0.02634	-0.01344	-0.09312	-0.02407	0.00756	0.00309	-0.02960	-0.00845	-0.02229	-0.04008	0.00508	0.00186	-0.03182	-0.00863	-0.02213	-0.04357
4293	0.04242	-0.11675	-0.02156	0.00166	-0.20892	0.07288	-0.15666	-0.45905	0.08304	0.05887	-0.15350	0.02488	-0.16344	-0.23285	0.00346	0.02548	-0.20456	0.01905	-0.02816	-0.19916	0.00571	-0.01248	-0.22838	-0.02383	0.00167	-0.24213	0.00504	0.05302	-0.15243	-0.04457	0.10636	-0.06167	-0.02706	0.06244	-0.05137	-0.02676	0.05726	-0.08242	-0.00746	0.00565	-0.00894	-0.01874	-0.01731	-0.07280	-0.00470	-0.00818	0.01471	-0.03094	-0.02286	-0.02025	-0.02123	-0.01032	0.01379	-0.03209	-0.02339	-0.02156	-0.02593
4294	0.03811	-0.09700	-0.01640	-0.13929	-0.18117	0.09077	-0.14533	-0.38382	0.06494	0.05666	-0.16177	0.03187	-0.14913	-0.20024	0.00252	0.02600	-0.20084	0.01650	-0.04538	-0.18170	0.01970	-0.02121	-0.21459	-0.01591	-0.01471	-0.22357	0.00571	0.05327	-0.12808	-0.04492	0.11774	-0.03756	-0.01619	0.05170	-0.03264	-0.01153	0.05356	-0.06109	-0.00259	-0.01215	-0.00318	-0.01069	-0.02935	-0.06529	0.00166	-0.01743	0.01432	-0.03126	-0.02455	-0.01564	-0.01094	-0.02004	0.01329	-0.03218	-0.02501	-0.01632	-0.01623
4295	0.03041	-0.08265	-0.01210	-0.28483	-0.17615	0.09459	-0.18268	-0.24867	0.03850	0.01123	-0.19592	0.04040	-0.13122	-0.14707	0.00506	-0.00198	-0.20931	0.02281	-0.05782	-0.15203	0.01844	-0.01427	-0.21287	-0.00692	-0.01602	-0.21466	0.00079	0.05707	-0.10664	-0.03645	0.11779	-0.02300	-0.01298	0.02497	-0.02662	0.00445	0.04565	-0.04239	-0.01204	-0.03538	-0.00511	0.00255	-0.04173	-0.06663	-0.00633	-0.00905	0.01125	-0.01718	-0.01357	-0.00653	-0.00964	-0.01297	0.00971	-0.01839	-0.01375	-0.00641	-0.01281
4296	0.02425	-0.07782	-0.00876	-0.36679	-0.18764	0.07379	-0.19532	-0.16058	0.03523	-0.05936	-0.23639	0.03974	-0.12600	-0.10489	0.01325	-0.04749	-0.23008	0.03288	-0.05994	-0.12496	0.01167	0.00075	-0.22213	-0.00157	-0.00549	-0.21773	-0.00863	0.05755	-0.09353	-0.02518	0.10886	-0.02682	-0.01452	0.00564	-0.03076	0.01400	0.04417	-0.03577	-0.02265	-0.04902	-0.00551	0.01840	-0.04215	-0.06388	-0.01620	0.01045	0.01136	0.00908	-0.00114	0.00261	-0.01005	0.00533	0.00929	0.00731	-0.00111	0.00236	-0.00884
4297	0.02493	-0.07811	-0.00860	-0.34236	-0.18865	0.02376	-0.14242	-0.14668	0.04541	-0.12680	-0.26366	0.02423	-0.13573	-0.10192	0.02257	-0.08949	-0.24708	0.03060	-0.05960	-0.11812	0.01201	0.00738	-0.23180	-0.00321	-0.00073	-0.22491	-0.01624	0.05567	-0.08911	-0.01835	0.10403	-0.03694	-0.01950	0.01033	-0.03587	0.00838	0.05570	-0.03278	-0.02400	-0.04211	-0.00192	0.02312	-0.02926	-0.05079	-0.01730	0.02216	0.01181	0.02582	0.00533	0.00763	-0.00760	0.01676	0.00958	0.02385	0.00552	0.00692	-0.00267
4298	0.02955	-0.08074	-0.01350	-0.22704	-0.18332	-0.03165	-0.07965	-0.15019	0.04374	-0.17519	-0.27162	0.00350	-0.15333	-0.12069	0.02748	-0.11112	-0.24355	0.01027	-0.06806	-0.12339	0.01584	-0.00254	-0.22691	-0.01222	-0.01191	-0.22251	-0.01591	0.05358	-0.09644	-0.02106	0.10658	-0.04373	-0.02798	0.02939	-0.03812	-0.01051	0.07184	-0.02976	-0.01775	-0.01888	0.00245	0.01158	-0.01332	-0.03898	-0.01081	0.01531	0.00954	0.01966	0.00537	0.00881	-0.00425	0.01027	0.00764	0.01885	0.00582	0.00946	0.00104
4299	0.02898	-0.08706	-0.02156	-0.08954	-0.18333	-0.05623	-0.07819	-0.12862	0.03026	-0.19907	-0.25637	-0.00484	-0.16923	-0.11884	0.02671	-0.10872	-0.21898	-0.01536	-0.08563	-0.11417	0.00905	-0.02286	-0.20625	-0.02777	-0.03380	-0.20815	-0.00954	0.04736	-0.11592	-0.03222	0.10733	-0.05266	-0.03765	0.03842	-0.04195	-0.02844	0.07900	-0.03514	-0.01276	-0.00275	0.00419	-0.00346	-0.00385	-0.04038	-0.00588	-0.00399	0.00512	0.00125	0.00069	0.00865	-0.00669	-0.00880	0.00365	0.00236	0.00141	0.01192	-0.00437
4300	0.01960	-0.09358	-0.02693	-0.01583	-0.17301	-0.03473	-0.11890	-0.10141	0.02766	-0.19337	-0.21118	0.00592	-0.16521	-0.08996	0.02448	-0.09195	-0.18287	-0.03128	-0.09110	-0.08695	-0.00921	-0.03790	-0.18794	-0.04429	-0.05237	-0.19545	-0.00484	0.03244	-0.13182	-0.04267	0.09967	-0.06667	-0.04210	0.02502	-0.05287	-0.03297	0.07443	-0.04805	-0.01285	-0.01075	0.00100	-0.00821	-0.00226	-0.04756	-0.00656	-0.01820	0.00371	-0.01077	-0.00393	0.00883	-0.01348	-0.02311	0.00234	-0.00891	-0.00328	0.01269	-0.01403
4301	0.00909	-0.09151	-0.02498	-0.05077	-0.13119	0.01209	-0.13511	-0.09682	0.04015	-0.16335	-0.14639	0.02325	-0.12474	-0.06781	0.02679	-0.07785	-0.14854	-0.03495	-0.05815	-0.06433	-0.02074	-0.03449	-0.18905	-0.04982	-0.05431	-0.19677	-0.00492	0.01480	-0.12394	-0.04396	0.08721	-0.07385	-0.03557	-0.00019	-0.06788	-0.02413	0.06701	-0.05178	-0.01321	-0.02905	-0.00681	-0.00305	-0.00346	-0.04540	-0.00743	-0.01124	0.01016	-0.01090	-0.00512	0.00796	-0.01441	-0.01640	0.00844	-0.01015	-0.00501	0.00874	-0.01488
4302	0.00658	-0.07827	-0.01764	-0.15279	-0.06308	0.04445	-0.10065	-0.10881	0.05105	-0.13176	-0.09056	0.03135	-0.06344	-0.07140	0.03563	-0.07768	-0.13422	-0.03106	0.00541	-0.05455	-0.01162	-0.01944	-0.20412	-0.03606	-0.04015	-0.20749	-0.00442	0.00665	-0.09436	-0.03789	0.07694	-0.06383	-0.02144	-0.01615	-0.07512	-0.01130	0.06377	-0.03561	-0.00971	-0.03189	-0.01449	0.00331	-0.00280	-0.03286	-0.00365	0.01326	0.01715	-0.00686	-0.00960	0.00048	-0.00933	0.00774	0.01489	-0.00804	-0.01009	-0.00235	-0.00919
4303	0.00954	-0.06300	-0.01041	-0.23037	-0.00350	0.04295	-0.04549	-0.11919	0.05252	-0.11908	-0.05977	0.02650	-0.02602	-0.08471	0.04664	-0.08832	-0.15021	-0.02066	0.05022	-0.04717	0.00919	-0.01822	-0.21176	-0.00809	-0.02828	-0.21189	0.00249	0.00832	-0.06735	-0.03134	0.06986	-0.04588	-0.01004	-0.01303	-0.06755	-0.00311	0.06097	-0.01191	-0.00430	-0.01790	-0.01716	0.00715	-0.00154	-0.02157	0.00230	0.03229	0.00985	-0.00389	-0.02247	-0.01395	-0.00715	0.02637	0.00707	-0.00675	-0.02312	-0.01684	-0.00932
4304	0.00855	-0.05764	-0.00621	-0.23216	0.01208	0.02046	-0.02513	-0.12108	0.04717	-0.12632	-0.05232	0.01244	-0.03555	-0.09182	0.05216	-0.09940	-0.18629	-0.00503	0.03834	-0.04562	0.02164	-0.04135	-0.19837	0.01716	-0.03412	-0.19914	0.01217	0.01044	-0.06256	-0.02626	0.06154	-0.03941	-0.00717	-0.00076	-0.05375	-0.00240	0.05112	-0.00236	-0.00013	-0.00962	-0.01591	0.01050	-0.00403	-0.01892	0.00605	0.02939	-0.01133	0.00240	-0.03100	-0.02370	-0.00541	0.02342	-0.01435	-0.00126	-0.03128	-0.02349	-0.01057
4305	0.00254	-0.06426	-0.00600	-0.18491	-0.01900	-0.00449	-0.05882	-0.12289	0.04138	-0.13984	-0.07087	-0.00439	-0.06503	-0.09490	0.04762	-0.10005	-0.21861	0.00308	-0.00860	-0.06177	0.01774	-0.06583	-0.16937	0.02287	-0.05062	-0.17180	0.01473	0.01232	-0.07762	-0.02203	0.04992	-0.04981	-0.01184	0.00454	-0.04684	-0.00859	0.03526	-0.01158	0.00084	-0.01981	-0.01511	0.01252	-0.00971	-0.02218	0.00541	0.01195	-0.02860	0.01428	-0.01983	-0.02068	0.00353	0.00655	-0.03130	0.01125	-0.01961	-0.01784	-0.00095
4306	-0.00205	-0.07409	-0.01026	-0.14862	-0.06330	-0.01813	-0.09811	-0.13085	0.03979	-0.14251	-0.11108	-0.01319	-0.07376	-0.09747	0.03467	-0.08191	-0.22408	-0.01054	-0.03865	-0.08637	0.00667	-0.06864	-0.14284	0.00839	-0.06170	-0.14526	0.00856	0.01627	-0.09736	-0.02182	0.03696	-0.06362	-0.02042	-0.00127	-0.04674	-0.01747	0.02284	-0.02498	-0.00254	-0.03418	-0.01373	0.01054	-0.01098	-0.02617	0.00030	0.00046	-0.03047	0.02233	0.00137	-0.01387	0.01114	-0.00409	-0.03257	0.02079	0.00185	-0.01050	0.00956
4307	-0.00363	-0.07895	-0.01641	-0.15745	-0.08611	-0.01197	-0.09134	-0.13970	0.03561	-0.12993	-0.14282	-0.00870	-0.05841	-0.10080	0.01750	-0.05382	-0.19669	-0.03568	-0.03461	-0.09972	0.00051	-0.05594	-0.13428	-0.01101	-0.06309	-0.13649	0.00288	0.01344	-0.11113	-0.02864	0.02543	-0.06740	-0.02689	-0.00968	-0.04506	-0.02040	0.02202	-0.03010	-0.00816	-0.03202	-0.00617	0.00807	-0.00030	-0.02980	-0.00635	0.00528	-0.02030	0.01760	0.00831	-0.01675	0.00259	0.00165	-0.02193	0.01667	0.00884	-0.01323	0.00139
4308	-0.00519	-0.07925	-0.01944	-0.20055	-0.09162	0.00669	-0.04081	-0.15123	0.02331	-0.11950	-0.14380	-0.00010	-0.05214	-0.11114	0.00131	-0.04262	-0.15713	-0.04377	-0.02190	-0.09716	0.00205	-0.04136	-0.14220	-0.02325	-0.05909	-0.14525	0.00353	-0.00041	-0.11683	-0.03713	0.01870	-0.06301	-0.02601	-0.01413	-0.04343	-0.01297	0.03228	-0.02899	-0.01284	-0.01346	0.00528	0.01042	0.01916	-0.03360	-0.01130	0.01493	-0.00343	0.00556	-0.00495	-0.02743	-0.01812	0.01278	-0.00456	0.00432	-0.00443	-0.02287	-0.02189
4309	-0.00728	-0.07942	-0.01699	-0.23516	-0.10460	0.01631	0.01387	-0.16734	0.01201	-0.12580	-0.13164	0.00068	-0.07569	-0.12403	-0.00696	-0.05983	-0.13748	-0.02513	-0.02416	-0.08183	0.00458	-0.02644	-0.14898	-0.02790	-0.05417	-0.15152	0.00658	-0.01105	-0.11654	-0.03578	0.01828	-0.06098	-0.01993	-0.01761	-0.05145	-0.00137	0.04371	-0.02841	-0.01748	0.00023	0.00637	0.01503	0.03199	-0.03366	-0.01576	0.01030	0.01354	-0.00095	-0.02466	-0.03055	-0.03386	0.01005	0.01327	-0.00173	-0.02423	-0.02564	-0.03942
4310	-0.00934	-0.07949	-0.01096	-0.22755	-0.12093	0.00428	0.02518	-0.16256	0.01210	-0.13398	-0.12694	-0.00731	-0.10725	-0.11126	-0.00496	-0.08570	-0.15118	0.00167	-0.03769	-0.05251	-0.00147	-0.01629	-0.14129	-0.02742	-0.05371	-0.14091	0.00688	-0.00777	-0.11416	-0.02031	0.02116	-0.06339	-0.01506	-0.02425	-0.06747	0.00622	0.04567	-0.02527	-0.02330	-0.00996	-0.01269	0.01615	0.02541	-0.02167	-0.02118	-0.01162	0.01534	0.00316	-0.03825	-0.01821	-0.03706	-0.01078	0.01578	0.00364	-0.03804	-0.01511	-0.04130
4311	-0.01128	-0.07477	-0.00417	-0.18791	-0.11433	-0.00851	-0.02536	-0.11274	0.02270	-0.11876	-0.11368	-0.01405	-0.11038	-0.05579	-0.00019	-0.09591	-0.17686	0.01468	-0.04300	-0.01414	-0.01858	-0.02213	-0.12773	-0.02097	-0.05902	-0.12474	0.00442	0.00070	-0.11052	-0.00025	0.02474	-0.06245	-0.01226	-0.03018	-0.07672	0.00961	0.03853	-0.01122	-0.02535	-0.04095	-0.04111	0.01551	0.00561	0.00433	-0.02289	-0.03638	-0.00756	0.01355	-0.03991	0.00049	-0.03010	-0.03587	-0.00726	0.01400	-0.03986	0.00113	-0.03088
4312	-0.01038	-0.06360	0.00107	-0.16050	-0.07848	0.00814	-0.09854	-0.05172	0.03070	-0.08338	-0.07829	-0.00740	-0.07845	0.00618	-0.00411	-0.08390	-0.17737	0.00612	-0.02713	0.01474	-0.03693	-0.03896	-0.12859	-0.00661	-0.06334	-0.12397	0.00226	0.00436	-0.10023	0.01034	0.03059	-0.05495	-0.00820	-0.02801	-0.06974	0.01267	0.03350	0.00909	-0.01920	-0.07132	-0.05699	0.01844	-0.00541	0.03029	-0.01682	-0.05011	-0.03920	0.02402	-0.02660	0.01160	-0.01496	-0.05059	-0.03968	0.02270	-0.02646	0.01155	-0.01292
4313	-0.00476	-0.05199	0.00158	-0.17570	-0.04293	0.04357	-0.13614	-0.03824	0.01777	-0.06209	-0.05776	0.01345	-0.03737	0.01899	-0.02323	-0.06090	-0.14516	-0.01315	0.00172	0.01680	-0.04344	-0.04887	-0.14994	0.01257	-0.06355	-0.14202	0.00323	0.00323	-0.08274	0.00608	0.03930	-0.04631	-0.00518	-0.01659	-0.05270	0.01237	0.03915	0.02016	-0.01006	-0.07801	-0.05005	0.02118	0.00575	0.03890	-0.00825	-0.05057	-0.05210	0.02716	-0.00285	0.01175	0.00191	-0.05160	-0.05301	0.02483	-0.00256	0.01251	0.00426
4314	0.00058	-0.04854	-0.00413	-0.21042	-0.04528	0.05412	-0.11653	-0.06706	-0.02126	-0.08139	-0.09289	0.03103	-0.01182	-0.02077	-0.05105	-0.04818	-0.11557	-0.02109	0.02317	-0.00952	-0.03425	-0.04840	-0.17617	0.02516	-0.06606	-0.16448	0.00754	-0.00336	-0.07159	-0.00589	0.04418	-0.04175	-0.00993	-0.00083	-0.03855	-0.00026	0.04949	0.01607	-0.00504	-0.04987	-0.02730	0.01318	0.02663	0.03130	-0.00397	-0.04456	-0.03838	0.01531	0.01671	0.00803	0.00825	-0.04510	-0.03871	0.01475	0.01695	0.00916	0.00908
4315	-0.00126	-0.05498	-0.01165	-0.21708	-0.07993	0.02089	-0.05631	-0.07528	-0.07407	-0.12582	-0.15870	0.02644	-0.00445	-0.06770	-0.07133	-0.05998	-0.12329	-0.00822	0.02855	-0.05128	-0.01803	-0.04923	-0.18493	0.02127	-0.07252	-0.17458	0.01215	-0.01784	-0.07908	-0.01380	0.03590	-0.04090	-0.02070	0.01357	-0.03205	-0.02313	0.04961	0.00341	-0.00226	-0.00049	-0.00284	-0.00505	0.03439	0.02029	-0.00186	-0.03745	-0.01399	-0.00602	0.01838	0.00574	0.00110	-0.03687	-0.01321	-0.00350	0.01839	0.00610	0.00040
4316	-0.01054	-0.06344	-0.01313	-0.18518	-0.10477	-0.03149	0.00741	-0.03939	-0.12234	-0.16036	-0.20181	0.00227	-0.00603	-0.09049	-0.07821	-0.09209	-0.16890	0.01210	0.02439	-0.08650	-0.01109	-0.05561	-0.16341	0.00607	-0.07460	-0.16045	0.01410	-0.03456	-0.09557	-0.01158	0.01557	-0.03966	-0.02473	0.01885	-0.02889	-0.03436	0.03439	-0.00921	0.00217	0.03307	0.00964	-0.01496	0.02400	0.01037	0.00203	-0.02906	-0.00013	-0.01609	0.00427	0.00348	-0.00931	-0.02802	0.00101	-0.01269	0.00397	0.00245	-0.01107
4317	-0.02167	-0.06465	-0.00522	-0.15073	-0.10403	-0.07512	0.03319	-0.00543	-0.14548	-0.18310	-0.22000	-0.02085	-0.00873	-0.09280	-0.07921	-0.13152	-0.23190	0.02267	0.01884	-0.09378	-0.02107	-0.06111	-0.11830	-0.00556	-0.06957	-0.12256	0.01383	-0.04304	-0.09662	-0.00111	-0.00405	-0.03755	-0.01302	0.00827	-0.02874	-0.01492	0.01451	-0.01580	0.00495	0.02472	0.00162	-0.00046	0.01019	0.00253	0.00434	-0.01882	-0.00648	-0.00131	-0.00698	0.00192	-0.01320	-0.01870	-0.00626	-0.00051	-0.00746	-0.00018	-0.01500
4318	-0.02875	-0.05694	0.00760	-0.14846	-0.09716	-0.10018	0.00007	-0.01211	-0.13043	-0.20939	-0.24054	-0.02709	-0.01046	-0.08368	-0.07521	-0.16246	-0.28221	0.01928	0.01662	-0.07182	-0.03292	-0.06412	-0.07583	-0.00546	-0.06702	-0.08182	0.01389	-0.03945	-0.07241	0.01159	-0.01228	-0.03840	0.00767	-0.01129	-0.03462	0.02388	0.00285	-0.01549	0.00332	-0.01349	-0.02057	0.02914	0.00669	0.00212	0.00196	-0.00526	-0.02084	0.02792	-0.00055	0.00766	-0.00780	-0.00659	-0.02211	0.02446	-0.00085	0.00590	-0.00778
4319	-0.02898	-0.04554	0.01731	-0.17197	-0.09618	-0.10040	-0.07224	-0.03982	-0.09144	-0.22099	-0.25212	-0.01980	-0.01782	-0.06491	-0.06176	-0.16514	-0.28472	0.00530	0.01528	-0.04561	-0.02637	-0.07135	-0.06248	0.00508	-0.07534	-0.06533	0.01642	-0.02917	-0.04126	0.02071	-0.00815	-0.03929	0.02180	-0.02334	-0.04093	0.05081	0.00351	-0.00944	0.00139	-0.04925	-0.03694	0.04770	0.01326	0.00849	-0.00063	0.01197	-0.02045	0.04715	0.01434	0.01963	0.00265	0.01033	-0.02261	0.04029	0.01453	0.02004	0.00431
4320	-0.02558	-0.03727	0.01894	-0.18725	-0.09406	-0.07681	-0.13465	-0.05570	-0.06075	-0.19221	-0.22606	-0.01398	-0.04221	-0.04533	-0.04704	-0.13228	-0.23268	-0.01486	0.00261	-0.03951	-0.00549	-0.08259	-0.08058	0.02249	-0.09040	-0.07806	0.02198	-0.02219	-0.02888	0.02415	0.00192	-0.03348	0.02135	-0.02410	-0.04245	0.04896	0.01105	0.00348	0.00137	-0.05841	-0.03620	0.04146	0.01785	0.01500	-0.00005	0.02288	0.00055	0.04219	0.01510	0.02405	0.00810	0.02310	-0.00091	0.03533	0.01567	0.02726	0.00867
