	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
277	0.05705	0.07173	0.01552	0.13740	0.42791	0.01217
278	0.05711	0.07172	0.01522	0.13767	0.42800	0.01201
279	0.05720	0.07175	0.01465	0.13837	0.42809	0.01193
280	0.05729	0.07174	0.01397	0.13907	0.42801	0.01193
281	0.05737	0.07168	0.01347	0.13928	0.42774	0.01197
282	0.05745	0.07168	0.01334	0.13895	0.42744	0.01204
283	0.05744	0.07183	0.01351	0.13854	0.42728	0.01216
284	0.05730	0.07200	0.01368	0.13849	0.42731	0.01226
285	0.05716	0.07196	0.01367	0.13879	0.42743	0.01222
286	0.05706	0.07174	0.01361	0.13912	0.42747	0.01212
287	0.05705	0.07157	0.01377	0.13925	0.42744	0.01218
288	0.05713	0.07158	0.01408	0.13924	0.42740	0.01243
289	0.05726	0.07161	0.01420	0.13932	0.42737	0.01259
290	0.05738	0.07151	0.01394	0.13949	0.42728	0.01246
291	0.05744	0.07135	0.01352	0.13950	0.42713	0.01219
292	0.05741	0.07136	0.01333	0.13931	0.42700	0.01206
293	0.05734	0.07160	0.01347	0.13913	0.42699	0.01214
294	0.05733	0.07190	0.01369	0.13906	0.42711	0.01231
295	0.05746	0.07202	0.01386	0.13897	0.42726	0.01240
296	0.05768	0.07194	0.01405	0.13880	0.42736	0.01230
297	0.05788	0.07183	0.01432	0.13867	0.42744	0.01205
298	0.05795	0.07183	0.01453	0.13873	0.42754	0.01178
299	0.05789	0.07194	0.01462	0.13884	0.42765	0.01166
300	0.05779	0.07207	0.01477	0.13874	0.42767	0.01180
301	0.05771	0.07220	0.01505	0.13843	0.42756	0.01215
302	0.05765	0.07234	0.01525	0.13819	0.42734	0.01255
303	0.05754	0.07242	0.01509	0.13810	0.42710	0.01276
304	0.05734	0.07236	0.01464	0.13806	0.42698	0.01270
305	0.05718	0.07222	0.01418	0.13802	0.42712	0.01243
306	0.05722	0.07205	0.01393	0.13802	0.42747	0.01213
307	0.05739	0.07189	0.01390	0.13813	0.42782	0.01188
308	0.05747	0.07186	0.01404	0.13838	0.42798	0.01169
309	0.05731	0.07197	0.01425	0.13875	0.42793	0.01161
310	0.05701	0.07213	0.01436	0.13909	0.42777	0.01163
311	0.05676	0.07224	0.01418	0.13936	0.42771	0.01166
312	0.05672	0.07230	0.01372	0.13956	0.42779	0.01163
313	0.05689	0.07230	0.01326	0.13967	0.42787	0.01154
314	0.05721	0.07222	0.01303	0.13952	0.42783	0.01145
315	0.05755	0.07206	0.01305	0.13911	0.42769	0.01139
316	0.05780	0.07185	0.01304	0.13866	0.42760	0.01138
317	0.05790	0.07165	0.01281	0.13840	0.42764	0.01136
318	0.05780	0.07159	0.01250	0.13837	0.42768	0.01131
319	0.05758	0.07174	0.01251	0.13854	0.42758	0.01140
320	0.05738	0.07201	0.01305	0.13874	0.42734	0.01173
321	0.05731	0.07229	0.01399	0.13870	0.42712	0.01216
322	0.05728	0.07251	0.01490	0.13833	0.42709	0.01240
323	0.05721	0.07261	0.01541	0.13793	0.42727	0.01235
324	0.05712	0.07255	0.01530	0.13789	0.42755	0.01215
325	0.05713	0.07244	0.01457	0.13820	0.42776	0.01194
326	0.05728	0.07241	0.01357	0.13855	0.42786	0.01179
327	0.05749	0.07247	0.01287	0.13871	0.42787	0.01177
328	0.05759	0.07251	0.01279	0.13865	0.42779	0.01193
329	0.05756	0.07246	0.01314	0.13844	0.42762	0.01215
330	0.05744	0.07234	0.01341	0.13826	0.42746	0.01224
331	0.05731	0.07225	0.01339	0.13835	0.42740	0.01210
332	0.05721	0.07225	0.01322	0.13872	0.42752	0.01185
333	0.05716	0.07228	0.01310	0.13921	0.42770	0.01166
334	0.05719	0.07223	0.01310	0.13963	0.42782	0.01162
335	0.05729	0.07205	0.01318	0.13975	0.42781	0.01169
336	0.05737	0.07185	0.01330	0.13952	0.42769	0.01180
337	0.05733	0.07187	0.01341	0.13912	0.42762	0.01188
338	0.05716	0.07215	0.01340	0.13882	0.42772	0.01185
339	0.05701	0.07243	0.01324	0.13882	0.42796	0.01172
340	0.05695	0.07247	0.01303	0.13907	0.42822	0.01158
341	0.05696	0.07236	0.01291	0.13936	0.42838	0.01155
342	0.05697	0.07233	0.01287	0.13945	0.42837	0.01170
343	0.05697	0.07235	0.01288	0.13929	0.42821	0.01199
344	0.05695	0.07226	0.01299	0.13902	0.42799	0.01221
345	0.05692	0.07210	0.01315	0.13876	0.42779	0.01217
346	0.05693	0.07205	0.01319	0.13856	0.42767	0.01186
347	0.05700	0.07216	0.01296	0.13848	0.42768	0.01151
348	0.05706	0.07229	0.01251	0.13856	0.42779	0.01130
349	0.05702	0.07239	0.01212	0.13872	0.42790	0.01126
350	0.05688	0.07240	0.01204	0.13884	0.42787	0.01131
351	0.05674	0.07232	0.01232	0.13887	0.42770	0.01146
352	0.05676	0.07221	0.01280	0.13884	0.42751	0.01171
353	0.05694	0.07220	0.01321	0.13872	0.42748	0.01196
354	0.05716	0.07228	0.01327	0.13860	0.42768	0.01198
355	0.05728	0.07234	0.01297	0.13866	0.42796	0.01173
356	0.05727	0.07228	0.01262	0.13879	0.42808	0.01145
357	0.05719	0.07210	0.01254	0.13874	0.42798	0.01147
358	0.05701	0.07193	0.01269	0.13858	0.42784	0.01177
359	0.05678	0.07190	0.01278	0.13847	0.42781	0.01209
360	0.05662	0.07201	0.01274	0.13842	0.42782	0.01219
361	0.05657	0.07209	0.01278	0.13849	0.42779	0.01201
362	0.05656	0.07201	0.01296	0.13869	0.42772	0.01169
363	0.05645	0.07186	0.01311	0.13878	0.42764	0.01136
364	0.05630	0.07177	0.01314	0.13850	0.42754	0.01122
