	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
10	0.27699	0.15202	0.00901	0.11871	0.67309	0.00899	0.22852	0.13796	0.01286	0.12275	0.62278	0.01273	0.23864	0.12482	0.01907	0.11862	0.62777	0.02041	0.05542	0.07214	0.02387	0.13604	0.42638	0.02006
11	0.27689	0.15217	0.00914	0.11887	0.67317	0.00902	0.22843	0.13807	0.01280	0.12285	0.62285	0.01265	0.23855	0.12494	0.01901	0.11877	0.62785	0.02034	0.05539	0.07206	0.02373	0.13583	0.42643	0.02003
12	0.27687	0.15227	0.00928	0.11903	0.67332	0.00900	0.22841	0.13813	0.01277	0.12295	0.62301	0.01284	0.23853	0.12502	0.01904	0.11887	0.62801	0.02054	0.05540	0.07201	0.02344	0.13574	0.42657	0.02002
13	0.27692	0.15228	0.00933	0.11925	0.67347	0.00895	0.22846	0.13813	0.01274	0.12310	0.62318	0.01307	0.23857	0.12504	0.01907	0.11899	0.62817	0.02075	0.05547	0.07193	0.02326	0.13580	0.42673	0.02018
14	0.27702	0.15214	0.00933	0.11936	0.67349	0.00888	0.22855	0.13800	0.01268	0.12321	0.62320	0.01309	0.23866	0.12493	0.01906	0.11905	0.62820	0.02074	0.05554	0.07185	0.02327	0.13597	0.42677	0.02042
15	0.27720	0.15180	0.00937	0.11928	0.67338	0.00876	0.22870	0.13773	0.01268	0.12321	0.62309	0.01282	0.23880	0.12466	0.01905	0.11902	0.62810	0.02046	0.05561	0.07185	0.02342	0.13620	0.42669	0.02054
16	0.27740	0.15145	0.00948	0.11911	0.67333	0.00860	0.22887	0.13749	0.01277	0.12314	0.62303	0.01235	0.23894	0.12438	0.01910	0.11896	0.62804	0.01998	0.05564	0.07197	0.02357	0.13636	0.42665	0.02045
17	0.27747	0.15139	0.00969	0.11905	0.67347	0.00846	0.22892	0.13749	0.01289	0.12312	0.62314	0.01180	0.23898	0.12434	0.01918	0.11899	0.62817	0.01944	0.05561	0.07217	0.02357	0.13631	0.42678	0.02028
18	0.27737	0.15172	0.00995	0.11915	0.67371	0.00837	0.22882	0.13777	0.01298	0.12320	0.62335	0.01135	0.23889	0.12462	0.01923	0.11912	0.62841	0.01901	0.05555	0.07230	0.02337	0.13612	0.42699	0.02018
19	0.27722	0.15224	0.01009	0.11927	0.67384	0.00833	0.22870	0.13818	0.01307	0.12327	0.62347	0.01122	0.23878	0.12503	0.01932	0.11922	0.62854	0.01888	0.05554	0.07234	0.02305	0.13597	0.42709	0.02012
20	0.27717	0.15271	0.01004	0.11924	0.67376	0.00837	0.22869	0.13855	0.01328	0.12323	0.62341	0.01150	0.23878	0.12540	0.01951	0.11917	0.62846	0.01917	0.05564	0.07235	0.02272	0.13599	0.42702	0.02002
21	0.27725	0.15305	0.00995	0.11903	0.67357	0.00850	0.22883	0.13880	0.01353	0.12305	0.62325	0.01204	0.23893	0.12564	0.01972	0.11896	0.62827	0.01972	0.05584	0.07238	0.02249	0.13610	0.42685	0.01987
22	0.27739	0.15321	0.00992	0.11871	0.67342	0.00874	0.22898	0.13892	0.01361	0.12279	0.62312	0.01250	0.23909	0.12575	0.01974	0.11868	0.62811	0.02018	0.05604	0.07238	0.02244	0.13621	0.42673	0.01975
23	0.27747	0.15311	0.00997	0.11843	0.67341	0.00898	0.22904	0.13884	0.01340	0.12258	0.62310	0.01262	0.23916	0.12566	0.01951	0.11846	0.62807	0.02031	0.05610	0.07231	0.02258	0.13629	0.42672	0.01970
24	0.27744	0.15272	0.00995	0.11836	0.67352	0.00911	0.22896	0.13855	0.01314	0.12257	0.62321	0.01259	0.23907	0.12537	0.01928	0.11843	0.62818	0.02028	0.05594	0.07230	0.02279	0.13643	0.42684	0.01962
25	0.27741	0.15221	0.00978	0.11858	0.67379	0.00910	0.22889	0.13819	0.01310	0.12275	0.62349	0.01278	0.23896	0.12502	0.01933	0.11861	0.62844	0.02047	0.05568	0.07249	0.02294	0.13658	0.42711	0.01945
26	0.27749	0.15183	0.00948	0.11893	0.67419	0.00910	0.22897	0.13795	0.01323	0.12298	0.62392	0.01324	0.23899	0.12478	0.01954	0.11883	0.62885	0.02095	0.05554	0.07281	0.02297	0.13656	0.42749	0.01926
27	0.27763	0.15177	0.00917	0.11915	0.67455	0.00920	0.22912	0.13794	0.01328	0.12307	0.62430	0.01371	0.23912	0.12476	0.01958	0.11893	0.62922	0.02143	0.05561	0.07301	0.02290	0.13632	0.42784	0.01917
28	0.27764	0.15193	0.00898	0.11904	0.67468	0.00936	0.22915	0.13804	0.01309	0.12291	0.62443	0.01391	0.23917	0.12485	0.01936	0.11877	0.62934	0.02162	0.05572	0.07286	0.02272	0.13604	0.42795	0.01924
29	0.27740	0.15208	0.00890	0.11856	0.67455	0.00944	0.22892	0.13807	0.01278	0.12251	0.62428	0.01377	0.23898	0.12490	0.01902	0.11835	0.62920	0.02148	0.05565	0.07250	0.02247	0.13586	0.42783	0.01940
30	0.27697	0.15211	0.00881	0.11792	0.67428	0.00941	0.22850	0.13803	0.01251	0.12203	0.62399	0.01340	0.23857	0.12487	0.01875	0.11786	0.62892	0.02109	0.05533	0.07217	0.02222	0.13580	0.42758	0.01956
31	0.27647	0.15222	0.00862	0.11757	0.67402	0.00934	0.22802	0.13808	0.01238	0.12179	0.62372	0.01299	0.23811	0.12494	0.01863	0.11763	0.62867	0.02067	0.05493	0.07203	0.02213	0.13583	0.42735	0.01977
32	0.27613	0.15261	0.00837	0.11781	0.67387	0.00930	0.22773	0.13839	0.01238	0.12202	0.62356	0.01281	0.23784	0.12528	0.01865	0.11786	0.62853	0.02047	0.05476	0.07206	0.02231	0.13591	0.42720	0.02008
33	0.27615	0.15321	0.00820	0.11848	0.67386	0.00936	0.22780	0.13889	0.01243	0.12257	0.62354	0.01297	0.23795	0.12581	0.01873	0.11842	0.62853	0.02064	0.05499	0.07216	0.02258	0.13598	0.42715	0.02030
34	0.27649	0.15365	0.00820	0.11911	0.67398	0.00954	0.22816	0.13925	0.01248	0.12304	0.62367	0.01338	0.23832	0.12621	0.01881	0.11893	0.62865	0.02107	0.05545	0.07228	0.02267	0.13597	0.42723	0.02026
35	0.27678	0.15364	0.00834	0.11943	0.67419	0.00974	0.22844	0.13926	0.01248	0.12327	0.62388	0.01372	0.23859	0.12623	0.01886	0.11919	0.62885	0.02144	0.05570	0.07235	0.02255	0.13586	0.42740	0.02006
36	0.27677	0.15335	0.00848	0.11961	0.67435	0.00983	0.22839	0.13904	0.01249	0.12338	0.62404	0.01378	0.23852	0.12600	0.01888	0.11931	0.62901	0.02150	0.05557	0.07233	0.02242	0.13572	0.42754	0.02000
37	0.27655	0.15318	0.00852	0.11977	0.67435	0.00974	0.22817	0.13889	0.01259	0.12350	0.62403	0.01371	0.23829	0.12584	0.01898	0.11940	0.62901	0.02141	0.05530	0.07227	0.02237	0.13571	0.42753	0.02016
38	0.27644	0.15327	0.00846	0.11992	0.67418	0.00950	0.22809	0.13897	0.01279	0.12362	0.62388	0.01373	0.23820	0.12591	0.01917	0.11946	0.62887	0.02139	0.05522	0.07232	0.02231	0.13582	0.42739	0.02043
39	0.27653	0.15345	0.00843	0.12003	0.67389	0.00916	0.22819	0.13915	0.01294	0.12370	0.62362	0.01371	0.23830	0.12608	0.01930	0.11949	0.62861	0.02134	0.05529	0.07254	0.02229	0.13600	0.42714	0.02078
40	0.27670	0.15351	0.00852	0.12002	0.67358	0.00877	0.22833	0.13927	0.01287	0.12373	0.62332	0.01344	0.23843	0.12619	0.01924	0.11947	0.62833	0.02103	0.05537	0.07286	0.02241	0.13620	0.42689	0.02129
41	0.27684	0.15344	0.00871	0.11991	0.67340	0.00847	0.22842	0.13928	0.01265	0.12371	0.62314	0.01302	0.23851	0.12622	0.01907	0.11944	0.62818	0.02058	0.05540	0.07308	0.02265	0.13640	0.42676	0.02183
42	0.27695	0.15335	0.00885	0.11983	0.67343	0.00842	0.22849	0.13923	0.01247	0.12371	0.62316	0.01282	0.23858	0.12620	0.01895	0.11945	0.62822	0.02038	0.05546	0.07313	0.02286	0.13658	0.42681	0.02206
43	0.27700	0.15332	0.00886	0.11991	0.67357	0.00861	0.22854	0.13919	0.01244	0.12380	0.62331	0.01298	0.23863	0.12618	0.01897	0.11957	0.62835	0.02056	0.05552	0.07308	0.02289	0.13671	0.42694	0.02186
44	0.27696	0.15341	0.00874	0.12009	0.67364	0.00880	0.22852	0.13925	0.01247	0.12394	0.62338	0.01324	0.23861	0.12625	0.01900	0.11973	0.62841	0.02084	0.05553	0.07303	0.02275	0.13679	0.42699	0.02152
45	0.27684	0.15367	0.00860	0.12015	0.67357	0.00885	0.22842	0.13943	0.01241	0.12400	0.62330	0.01332	0.23854	0.12643	0.01892	0.11979	0.62832	0.02093	0.05553	0.07294	0.02262	0.13681	0.42690	0.02138
46	0.27671	0.15400	0.00857	0.12007	0.67339	0.00883	0.22832	0.13964	0.01222	0.12393	0.62312	0.01319	0.23847	0.12667	0.01871	0.11973	0.62815	0.02079	0.05561	0.07271	0.02258	0.13675	0.42673	0.02148
47	0.27666	0.15424	0.00865	0.11997	0.67316	0.00884	0.22827	0.13977	0.01194	0.12385	0.62287	0.01297	0.23846	0.12682	0.01841	0.11964	0.62791	0.02057	0.05573	0.07246	0.02259	0.13662	0.42649	0.02158
48	0.27670	0.15421	0.00869	0.11995	0.67293	0.00890	0.22830	0.13974	0.01171	0.12382	0.62262	0.01283	0.23850	0.12680	0.01818	0.11962	0.62767	0.02043	0.05578	0.07240	0.02258	0.13645	0.42623	0.02153
49	0.27682	0.15397	0.00859	0.11998	0.67279	0.00894	0.22840	0.13957	0.01165	0.12380	0.62249	0.01287	0.23859	0.12660	0.01810	0.11960	0.62753	0.02047	0.05579	0.07246	0.02252	0.13629	0.42608	0.02139
50	0.27696	0.15372	0.00841	0.11988	0.67276	0.00895	0.22854	0.13936	0.01166	0.12369	0.62246	0.01303	0.23872	0.12637	0.01809	0.11947	0.62750	0.02063	0.05587	0.07240	0.02245	0.13620	0.42605	0.02136
51	0.27704	0.15365	0.00831	0.11948	0.67266	0.00890	0.22864	0.13924	0.01158	0.12337	0.62238	0.01308	0.23884	0.12624	0.01797	0.11912	0.62741	0.02065	0.05604	0.07210	0.02244	0.13623	0.42600	0.02158
52	0.27705	0.15378	0.00833	0.11881	0.67244	0.00883	0.22867	0.13926	0.01141	0.12288	0.62216	0.01286	0.23890	0.12628	0.01778	0.11860	0.62720	0.02041	0.05624	0.07171	0.02248	0.13635	0.42585	0.02199
53	0.27700	0.15398	0.00841	0.11828	0.67225	0.00885	0.22864	0.13935	0.01130	0.12253	0.62196	0.01249	0.23890	0.12641	0.01767	0.11822	0.62702	0.02002	0.05637	0.07143	0.02253	0.13648	0.42571	0.02243
54	0.27695	0.15412	0.00854	0.11823	0.67225	0.00893	0.22860	0.13944	0.01139	0.12258	0.62194	0.01222	0.23887	0.12652	0.01780	0.11825	0.62702	0.01972	0.05639	0.07134	0.02248	0.13670	0.42574	0.02270
55	0.27692	0.15416	0.00872	0.11859	0.67241	0.00900	0.22857	0.13950	0.01166	0.12296	0.62209	0.01213	0.23882	0.12658	0.01810	0.11862	0.62717	0.01963	0.05630	0.07148	0.02226	0.13708	0.42589	0.02271
56	0.27695	0.15417	0.00896	0.11910	0.67257	0.00897	0.22859	0.13956	0.01197	0.12342	0.62225	0.01214	0.23880	0.12662	0.01844	0.11909	0.62732	0.01965	0.05621	0.07173	0.02193	0.13739	0.42603	0.02247
57	0.27703	0.15413	0.00925	0.11952	0.67267	0.00886	0.22865	0.13957	0.01221	0.12374	0.62235	0.01216	0.23883	0.12661	0.01871	0.11943	0.62742	0.01969	0.05618	0.07189	0.02163	0.13739	0.42609	0.02217
58	0.27715	0.15398	0.00957	0.11977	0.67270	0.00874	0.22876	0.13945	0.01237	0.12385	0.62237	0.01223	0.23891	0.12650	0.01890	0.11957	0.62744	0.01977	0.05621	0.07191	0.02144	0.13705	0.42607	0.02195
59	0.27730	0.15377	0.00979	0.11978	0.67265	0.00872	0.22889	0.13929	0.01254	0.12376	0.62234	0.01249	0.23902	0.12633	0.01909	0.11949	0.62740	0.02004	0.05627	0.07189	0.02136	0.13671	0.42600	0.02183
60	0.27746	0.15369	0.00979	0.11960	0.67254	0.00881	0.22905	0.13922	0.01280	0.12356	0.62226	0.01294	0.23917	0.12626	0.01937	0.11928	0.62730	0.02051	0.05638	0.07192	0.02132	0.13669	0.42591	0.02173
61	0.27759	0.15377	0.00962	0.11939	0.67243	0.00885	0.22923	0.13930	0.01314	0.12340	0.62218	0.01340	0.23933	0.12633	0.01971	0.11910	0.62719	0.02097	0.05654	0.07198	0.02127	0.13693	0.42583	0.02161
62	0.27772	0.15386	0.00946	0.11936	0.67238	0.00877	0.22939	0.13937	0.01343	0.12336	0.62217	0.01366	0.23948	0.12640	0.02001	0.11904	0.62715	0.02123	0.05669	0.07204	0.02113	0.13709	0.42582	0.02152
63	0.27782	0.15385	0.00944	0.11946	0.67246	0.00869	0.22950	0.13937	0.01352	0.12339	0.62226	0.01367	0.23958	0.12638	0.02009	0.11906	0.62724	0.02124	0.05678	0.07207	0.02090	0.13691	0.42589	0.02149
64	0.27785	0.15385	0.00950	0.11949	0.67268	0.00871	0.22952	0.13936	0.01330	0.12336	0.62244	0.01343	0.23960	0.12635	0.01984	0.11905	0.62745	0.02099	0.05681	0.07202	0.02071	0.13651	0.42606	0.02154
65	0.27776	0.15390	0.00952	0.11927	0.67293	0.00871	0.22941	0.13937	0.01291	0.12320	0.62266	0.01296	0.23952	0.12636	0.01941	0.11890	0.62769	0.02052	0.05678	0.07186	0.02071	0.13627	0.42630	0.02159
66	0.27758	0.15393	0.00947	0.11888	0.67308	0.00856	0.22922	0.13935	0.01261	0.12294	0.62279	0.01249	0.23937	0.12635	0.01908	0.11864	0.62783	0.02004	0.05669	0.07165	0.02087	0.13636	0.42647	0.02148
67	0.27736	0.15390	0.00936	0.11855	0.67303	0.00833	0.22901	0.13927	0.01247	0.12273	0.62274	0.01215	0.23919	0.12630	0.01892	0.11845	0.62777	0.01972	0.05657	0.07140	0.02110	0.13655	0.42645	0.02116
68	0.27719	0.15388	0.00931	0.11848	0.67278	0.00821	0.22885	0.13920	0.01232	0.12269	0.62248	0.01189	0.23904	0.12624	0.01878	0.11844	0.62751	0.01947	0.05650	0.07115	0.02134	0.13652	0.42618	0.02084
69	0.27717	0.15383	0.00937	0.11867	0.67247	0.00823	0.22883	0.13913	0.01215	0.12280	0.62215	0.01172	0.23904	0.12620	0.01863	0.11859	0.62720	0.01932	0.05653	0.07097	0.02142	0.13625	0.42583	0.02071
70	0.27734	0.15369	0.00954	0.11892	0.67225	0.00836	0.22898	0.13900	0.01202	0.12296	0.62193	0.01179	0.23918	0.12608	0.01855	0.11874	0.62697	0.01938	0.05667	0.07087	0.02125	0.13604	0.42558	0.02078
71	0.27752	0.15344	0.00966	0.11915	0.67219	0.00853	0.22913	0.13880	0.01198	0.12312	0.62187	0.01211	0.23930	0.12588	0.01855	0.11884	0.62690	0.01968	0.05674	0.07085	0.02096	0.13605	0.42550	0.02087
72	0.27752	0.15322	0.00961	0.11934	0.67227	0.00865	0.22911	0.13865	0.01204	0.12325	0.62196	0.01248	0.23926	0.12569	0.01856	0.11895	0.62698	0.02003	0.05660	0.07097	0.02065	0.13613	0.42557	0.02082
73	0.27736	0.15311	0.00940	0.11948	0.67245	0.00864	0.22894	0.13863	0.01213	0.12333	0.62214	0.01264	0.23906	0.12561	0.01859	0.11907	0.62716	0.02022	0.05627	0.07128	0.02031	0.13604	0.42573	0.02061
74	0.27724	0.15312	0.00923	0.11951	0.67266	0.00856	0.22881	0.13871	0.01221	0.12331	0.62235	0.01251	0.23890	0.12565	0.01863	0.11913	0.62737	0.02013	0.05601	0.07167	0.01997	0.13578	0.42592	0.02043
75	0.27731	0.15324	0.00922	0.11946	0.67283	0.00850	0.22889	0.13884	0.01223	0.12326	0.62250	0.01217	0.23897	0.12579	0.01867	0.11912	0.62755	0.01980	0.05607	0.07179	0.01983	0.13551	0.42608	0.02049
76	0.27754	0.15350	0.00931	0.11949	0.67292	0.00846	0.22915	0.13898	0.01219	0.12329	0.62256	0.01179	0.23926	0.12596	0.01866	0.11916	0.62764	0.01941	0.05651	0.07150	0.02000	0.13535	0.42615	0.02077
77	0.27783	0.15376	0.00932	0.11963	0.67286	0.00838	0.22948	0.13908	0.01213	0.12343	0.62250	0.01156	0.23965	0.12610	0.01859	0.11928	0.62759	0.01916	0.05709	0.07101	0.02030	0.13543	0.42610	0.02106
78	0.27806	0.15382	0.00923	0.11972	0.67269	0.00829	0.22974	0.13906	0.01206	0.12359	0.62233	0.01150	0.23994	0.12610	0.01851	0.11939	0.62742	0.01906	0.05748	0.07070	0.02054	0.13586	0.42597	0.02123
79	0.27818	0.15362	0.00916	0.11972	0.67253	0.00830	0.22985	0.13890	0.01205	0.12371	0.62218	0.01153	0.24004	0.12596	0.01853	0.11946	0.62726	0.01908	0.05753	0.07072	0.02067	0.13646	0.42585	0.02132
80	0.27821	0.15336	0.00914	0.11974	0.67250	0.00843	0.22985	0.13875	0.01218	0.12382	0.62216	0.01166	0.24001	0.12580	0.01871	0.11956	0.62723	0.01921	0.05739	0.07093	0.02074	0.13693	0.42585	0.02136
81	0.27822	0.15336	0.00910	0.11981	0.67257	0.00855	0.22987	0.13877	0.01237	0.12391	0.62224	0.01190	0.24001	0.12582	0.01892	0.11967	0.62730	0.01947	0.05735	0.07106	0.02070	0.13714	0.42592	0.02139
82	0.27825	0.15364	0.00900	0.11993	0.67260	0.00855	0.22993	0.13899	0.01246	0.12398	0.62228	0.01218	0.24008	0.12603	0.01897	0.11977	0.62734	0.01976	0.05748	0.07108	0.02054	0.13714	0.42595	0.02141
83	0.27824	0.15391	0.00890	0.12007	0.67255	0.00846	0.22994	0.13921	0.01239	0.12405	0.62225	0.01236	0.24011	0.12622	0.01882	0.11986	0.62731	0.01995	0.05755	0.07114	0.02042	0.13707	0.42590	0.02140
84	0.27817	0.15394	0.00882	0.12017	0.67248	0.00840	0.22986	0.13927	0.01224	0.12412	0.62219	0.01238	0.24003	0.12626	0.01862	0.11992	0.62724	0.01998	0.05743	0.07131	0.02049	0.13705	0.42583	0.02137
85	0.27808	0.15377	0.00876	0.12010	0.67242	0.00842	0.22974	0.13918	0.01211	0.12409	0.62212	0.01231	0.23990	0.12616	0.01849	0.11988	0.62717	0.01990	0.05722	0.07149	0.02068	0.13715	0.42578	0.02132
86	0.27801	0.15356	0.00875	0.11989	0.67237	0.00847	0.22965	0.13903	0.01205	0.12396	0.62207	0.01222	0.23980	0.12602	0.01846	0.11972	0.62712	0.01979	0.05706	0.07154	0.02076	0.13729	0.42574	0.02132
87	0.27802	0.15347	0.00879	0.11971	0.67244	0.00849	0.22965	0.13895	0.01209	0.12382	0.62213	0.01215	0.23979	0.12595	0.01855	0.11957	0.62718	0.01972	0.05704	0.07151	0.02064	0.13727	0.42582	0.02137
88	0.27812	0.15351	0.00886	0.11963	0.67272	0.00844	0.22977	0.13897	0.01227	0.12371	0.62242	0.01215	0.23989	0.12598	0.01877	0.11947	0.62747	0.01972	0.05716	0.07145	0.02037	0.13704	0.42610	0.02138
89	0.27825	0.15355	0.00889	0.11960	0.67309	0.00838	0.22992	0.13899	0.01249	0.12362	0.62279	0.01220	0.24004	0.12600	0.01902	0.11940	0.62784	0.01978	0.05733	0.07138	0.02015	0.13680	0.42646	0.02132
90	0.27836	0.15340	0.00886	0.11954	0.67327	0.00837	0.23002	0.13886	0.01249	0.12358	0.62297	0.01221	0.24013	0.12587	0.01902	0.11936	0.62802	0.01979	0.05740	0.07133	0.02016	0.13681	0.42664	0.02126
91	0.27845	0.15302	0.00881	0.11946	0.67313	0.00837	0.23007	0.13858	0.01223	0.12357	0.62283	0.01217	0.24016	0.12557	0.01873	0.11934	0.62788	0.01975	0.05732	0.07143	0.02037	0.13705	0.42652	0.02131
