	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedRoundhouseE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
289	0.00000	0.00000	0.13275	0.00000	0.00000	-2.16460
290	0.00000	0.00000	0.13203	0.00000	0.00000	-2.16532
291	0.00000	0.00000	0.13129	0.00000	0.00000	-2.16603
292	0.00000	0.00000	0.13053	0.00000	0.00000	-2.16673
293	0.00000	0.00000	0.12975	0.00000	0.00000	-2.16742
294	0.00000	0.00000	0.12895	0.00000	0.00000	-2.16809
295	0.00000	0.00000	0.12813	0.00000	0.00000	-2.16876
296	0.00000	0.00000	0.12731	0.00000	0.00000	-2.16941
297	0.00000	0.00000	0.12647	0.00000	0.00000	-2.17006
298	0.00000	0.00000	0.12562	0.00000	0.00000	-2.17069
299	0.00000	0.00000	0.12476	0.00000	0.00000	-2.17132
300	0.00000	0.00000	0.12390	0.00000	0.00000	-2.17193
301	0.00000	0.00000	0.12303	0.00000	0.00000	-2.17254
302	0.00000	0.00000	0.12216	0.00000	0.00000	-2.17314
303	0.00000	0.00000	0.12129	0.00000	0.00000	-2.17373
304	0.00000	0.00000	0.12041	0.00000	0.00000	-2.17432
305	0.00000	0.00000	0.11954	0.00000	0.00000	-2.17489
306	0.00000	0.00000	0.11866	0.00000	0.00000	-2.17546
307	0.00000	0.00000	0.11779	0.00000	0.00000	-2.17602
308	0.00000	0.00000	0.11692	0.00000	0.00000	-2.17657
309	0.00000	0.00000	0.11606	0.00000	0.00000	-2.17712
310	0.00000	0.00000	0.11520	0.00000	0.00000	-2.17766
311	0.00000	0.00000	0.11435	0.00000	0.00000	-2.17819
312	0.00000	0.00000	0.11350	0.00000	0.00000	-2.17871
313	0.00000	0.00000	0.11266	0.00000	0.00000	-2.17923
314	0.00000	0.00000	0.11182	0.00000	0.00000	-2.17973
315	0.00000	0.00000	0.11100	0.00000	0.00000	-2.18023
316	0.00000	0.00000	0.11019	0.00000	0.00000	-2.18072
317	0.00000	0.00000	0.10938	0.00000	0.00000	-2.18120
318	0.00000	0.00000	0.10859	0.00000	0.00000	-2.18167
319	0.00000	0.00000	0.10780	0.00000	0.00000	-2.18213
320	0.00000	0.00000	0.10703	0.00000	0.00000	-2.18259
321	0.00000	0.00000	0.10628	0.00000	0.00000	-2.18303
322	0.00000	0.00000	0.10553	0.00000	0.00000	-2.18346
323	0.00000	0.00000	0.10480	0.00000	0.00000	-2.18388
324	0.00000	0.00000	0.10408	0.00000	0.00000	-2.18429
325	0.00000	0.00000	0.10338	0.00000	0.00000	-2.18469
326	0.00000	0.00000	0.10270	0.00000	0.00000	-2.18508
327	0.00000	0.00000	0.10203	0.00000	0.00000	-2.18546
328	0.00000	0.00000	0.10137	0.00000	0.00000	-2.18583
329	0.00000	0.00000	0.10074	0.00000	0.00000	-2.18618
330	0.00000	0.00000	0.10012	0.00000	0.00000	-2.18653
331	0.00000	0.00000	0.09951	0.00000	0.00000	-2.18687
332	0.00000	0.00000	0.09892	0.00000	0.00000	-2.18719
333	0.00000	0.00000	0.09835	0.00000	0.00000	-2.18751
334	0.00000	0.00000	0.09779	0.00000	0.00000	-2.18781
335	0.00000	0.00000	0.09725	0.00000	0.00000	-2.18810
336	0.00000	0.00000	0.09673	0.00000	0.00000	-2.18839
337	0.00000	0.00000	0.09622	0.00000	0.00000	-2.18867
338	0.00000	0.00000	0.09573	0.00000	0.00000	-2.18893
