	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\N4_finishedFinal\FinishedElbowN4.c3d
	R_HEEL	R_HEEL	R_HEEL	L_HEEL	L_HEEL	L_HEEL
	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK	LANDMARK
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
205	0.14663	0.07684	0.01061	0.01916	0.48454	0.00186
206	0.14659	0.07663	0.01065	0.01898	0.48475	0.00182
207	0.14662	0.07659	0.01060	0.01880	0.48493	0.00179
208	0.14680	0.07674	0.01055	0.01860	0.48503	0.00183
209	0.14702	0.07705	0.01057	0.01856	0.48493	0.00199
210	0.14713	0.07739	0.01070	0.01888	0.48465	0.00224
211	0.14705	0.07764	0.01088	0.01954	0.48434	0.00250
212	0.14684	0.07776	0.01102	0.02023	0.48412	0.00268
213	0.14646	0.07783	0.01107	0.02053	0.48407	0.00274
214	0.14588	0.07801	0.01105	0.02041	0.48417	0.00279
215	0.14515	0.07841	0.01097	0.02024	0.48435	0.00294
216	0.14449	0.07901	0.01091	0.02016	0.48459	0.00329
217	0.14403	0.07977	0.01100	0.02007	0.48493	0.00377
218	0.14373	0.08068	0.01131	0.01994	0.48540	0.00426
219	0.14343	0.08180	0.01173	0.01988	0.48597	0.00469
220	0.14315	0.08314	0.01213	0.01993	0.48653	0.00515
221	0.14304	0.08463	0.01252	0.02012	0.48699	0.00568
222	0.14318	0.08601	0.01302	0.02044	0.48731	0.00620
223	0.14341	0.08703	0.01375	0.02083	0.48766	0.00665
224	0.14340	0.08773	0.01474	0.02110	0.48823	0.00705
