	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d
2663	-8.58067	-0.66981	-5.28016	-0.35845	3.78427	-58.32145	-4.12126	-1.07943	-5.21205	1.11059	1.40274	-58.38794	-4.12126	-1.07943	-5.21205	1.11059	1.40274	-58.38794	5.77217	3.26843	-21.81598	-11.28748	6.95807	-47.92989	26.66133	-2.30871	-22.52502	-7.48239	0.94374	-48.11909	-9.08315	-1.85715	-35.04533	-11.92443	-2.18164	-27.67780	-25.18186	2.19997	-16.90644	-45.19847	7.98143	-15.10989	24.30153	3.21157	-24.51398	-19.50044	-46.33795	-36.01051	167.09308	-17.79063	-60.57688	126.25755	15.33895	119.19880	162.90459	-20.81127	-61.99447	125.88170	20.73444	119.23231
2664	-8.18891	-0.70325	-4.88367	-0.03031	4.44945	-58.27473	-4.00465	-1.05851	-4.81931	1.56611	1.86628	-58.36271	-4.00464	-1.05851	-4.81931	1.56611	1.86629	-58.36271	6.06229	3.20700	-21.86399	-11.32884	6.79835	-47.68181	26.65509	-2.30422	-22.54458	-7.50325	1.08332	-47.88478	-9.09596	-2.03802	-35.02788	-11.85740	-1.98011	-27.48614	-25.20212	2.28783	-16.33170	-45.27551	7.86711	-14.53477	24.73228	3.48784	-24.41314	-19.23347	-45.88158	-36.00243	167.12869	-18.03851	-59.46453	126.79611	15.22506	117.07698	162.47142	-20.92755	-61.02948	125.60011	21.19696	117.37061
2665	-7.75919	-0.82663	-4.42560	0.03163	4.83671	-58.13596	-3.76631	-1.13334	-4.35728	1.75794	2.05832	-58.23980	-3.76631	-1.13335	-4.35728	1.75794	2.05832	-58.23980	6.34214	3.14688	-21.74485	-11.41206	6.69557	-47.78777	26.67754	-2.30048	-22.39016	-7.47198	1.19621	-48.01404	-9.20984	-2.12126	-35.01846	-11.82134	-1.81030	-27.27821	-25.35016	2.48400	-15.78491	-45.48098	7.86357	-13.94880	25.12897	3.81153	-24.28943	-18.67366	-45.59038	-35.47350	167.08430	-18.31872	-57.46141	127.13903	15.21902	115.29276	161.72891	-20.99521	-59.23949	125.93175	21.73934	115.57512
2666	-7.36922	-1.09774	-3.97647	-0.22139	4.95429	-57.94360	-3.41140	-1.36995	-3.89122	1.70258	1.88000	-58.05833	-3.41139	-1.36995	-3.89122	1.70258	1.88000	-58.05833	6.61624	3.10789	-21.55233	-11.49956	6.73176	-48.18090	26.69692	-2.31016	-22.15420	-7.43591	1.21691	-48.42447	-9.36124	-2.05189	-35.01519	-11.78729	-1.72497	-27.13501	-25.50612	2.72119	-15.41903	-45.67937	7.96031	-13.51987	25.33648	4.05009	-24.09105	-17.89589	-45.47781	-34.46220	166.92136	-18.46732	-55.43428	127.24989	15.36601	113.78332	161.22180	-21.11034	-57.32064	126.58746	22.12424	113.87065
2667	-7.13994	-1.53660	-3.58494	-0.75107	5.24239	-57.77556	-2.91343	-1.79685	-3.46195	1.63329	1.45469	-57.91492	-2.91342	-1.79685	-3.46195	1.63329	1.45469	-57.91492	6.91244	3.08987	-21.54652	-11.57297	6.91306	-48.63385	26.66374	-2.33012	-22.10758	-7.43248	1.13318	-48.88045	-9.51800	-1.87016	-35.03345	-11.72681	-1.73601	-27.07697	-25.58537	2.93759	-15.26473	-45.78197	8.11025	-13.29839	25.36998	4.13469	-23.83816	-17.03561	-45.41109	-33.28791	166.66519	-18.44247	-54.45302	127.33195	15.61731	112.87709	161.50255	-21.13554	-56.16775	126.86570	22.11127	112.90820
2668	-7.12245	-2.04459	-3.25171	-1.33499	6.00945	-57.67096	-2.28115	-2.31180	-3.06759	1.77152	1.08936	-57.86351	-2.28114	-2.31180	-3.06759	1.77152	1.08936	-57.86351	7.24012	3.08187	-21.85069	-11.64212	7.12670	-48.93262	26.55156	-2.34938	-22.38133	-7.46612	1.02628	-49.17477	-9.69012	-1.67765	-35.07469	-11.64521	-1.77719	-27.02673	-25.62696	3.08226	-15.17676	-45.83792	8.21568	-13.16463	25.35944	4.11342	-23.61217	-16.18804	-45.22601	-32.19014	166.44447	-18.33238	-54.90189	127.54221	15.84690	112.77714	162.36879	-21.02483	-56.26886	126.69563	21.81417	112.96597
2669	-7.17501	-2.48035	-3.02783	-1.69341	6.93092	-57.64415	-1.62026	-2.76174	-2.77361	2.05927	0.98719	-57.90369	-1.62025	-2.76174	-2.77361	2.05927	0.98719	-57.90369	7.57281	3.07471	-22.29009	-11.70399	7.25775	-49.04152	26.37525	-2.36704	-22.79320	-7.53280	0.97341	-49.27863	-9.85721	-1.58106	-35.13374	-11.57755	-1.75973	-26.91172	-25.72257	3.11537	-15.00678	-45.94896	8.18809	-12.99215	25.38576	4.07508	-23.46975	-15.41579	-44.88756	-31.20648	166.36821	-18.23318	-56.11910	127.81226	15.96493	113.23505	163.16106	-20.94204	-57.21342	126.59656	21.50582	113.57037
2670	-6.97019	-2.71336	-3.02376	-1.69980	7.35170	-57.72961	-1.12480	-3.00710	-2.73183	2.23827	1.09143	-58.02005	-1.12479	-3.00710	-2.73183	2.23827	1.09143	-58.02005	7.88083	3.04785	-22.56403	-11.72115	7.29563	-49.06025	26.17208	-2.38796	-23.02862	-7.64468	0.97230	-49.28647	-9.92947	-1.62498	-35.21037	-11.55159	-1.64985	-26.74781	-25.90883	3.05198	-14.78851	-46.14952	8.05323	-12.80771	25.41240	4.07180	-23.41628	-14.74465	-44.51831	-30.31731	166.42447	-18.18505	-57.08090	128.01176	15.99069	113.98608	163.51221	-21.01997	-58.09168	126.84835	21.24483	114.30882
2671	-6.39609	-2.66835	-3.27871	-1.47651	7.11969	-57.90577	-0.93176	-2.96839	-3.00983	2.20482	1.23021	-58.17422	-0.93175	-2.96839	-3.00983	2.20482	1.23021	-58.17422	8.14625	2.96910	-22.62177	-11.67255	7.28241	-49.07929	25.97817	-2.39981	-23.04265	-7.80559	1.00200	-49.28445	-9.85137	-1.74928	-35.30644	-11.55289	-1.48675	-26.59069	-26.10689	2.97642	-14.66790	-46.35344	7.94067	-12.72000	25.37416	4.13083	-23.40772	-14.18581	-44.27256	-29.60778	166.52966	-18.18522	-57.26827	128.14034	15.99808	114.67728	163.54604	-21.21386	-58.31517	127.32760	20.97786	114.88049
2672	-5.77026	-2.39456	-3.69580	-1.25500	6.69831	-58.05360	-1.01375	-2.69288	-3.48458	2.10210	1.29964	-58.28805	-1.01374	-2.69288	-3.48458	2.10210	1.29964	-58.28805	8.35122	2.82861	-22.68897	-11.59577	7.22166	-49.15615	25.82106	-2.37450	-23.08620	-7.98600	1.09139	-49.34047	-9.71914	-1.83347	-35.41208	-11.54096	-1.34116	-26.46243	-26.16865	2.99495	-14.69703	-46.41380	7.96812	-12.74109	25.28622	4.26645	-23.39739	-13.76666	-44.19112	-29.22976	166.62851	-18.22815	-56.94726	128.27809	15.99007	114.79021	163.47182	-21.31101	-58.05466	127.96130	20.88514	114.81917
2673	-5.41634	-2.04283	-4.13204	-1.12302	6.41791	-58.08807	-1.26529	-2.33685	-3.97335	2.05878	1.29574	-58.30236	-1.26528	-2.33685	-3.97335	2.05878	1.29574	-58.30236	8.47531	2.66825	-22.88951	-11.55317	7.10050	-49.33149	25.71092	-2.30359	-23.29499	-8.15223	1.27350	-49.50894	-9.67984	-1.82554	-35.49102	-11.49008	-1.26122	-26.35968	-26.01905	3.14552	-14.79582	-46.26378	8.14352	-12.78194	25.21760	4.44120	-23.39857	-13.47510	-44.17873	-29.20447	166.72580	-18.31112	-56.71260	128.45518	15.87225	114.28226	163.26758	-21.20162	-57.90815	128.89499	21.26532	114.02428
2674	-5.44331	-1.80993	-4.52468	-1.07576	6.25555	-58.05354	-1.58249	-2.11092	-4.39255	2.05435	1.22374	-58.25794	-1.58249	-2.11092	-4.39255	2.05435	1.22374	-58.25794	8.50656	2.56295	-23.15763	-11.57780	6.96961	-49.57937	25.63395	-2.22525	-23.58874	-8.29406	1.49834	-49.76384	-9.77721	-1.77163	-35.51375	-11.39503	-1.24713	-26.29582	-25.73964	3.31655	-14.87234	-45.98687	8.33043	-12.79456	25.19488	4.58955	-23.42725	-13.19502	-44.12408	-29.29678	166.84683	-18.39945	-56.77708	128.63942	15.61536	113.76229	162.85612	-21.10047	-58.13571	130.17197	22.05478	113.06977
2675	-5.81639	-1.79500	-4.90464	-1.14573	6.13585	-58.05672	-1.85247	-2.13036	-4.76883	2.00533	1.06956	-58.25496	-1.85246	-2.13036	-4.76883	2.00533	1.06956	-58.25496	8.44894	2.56910	-23.43011	-11.65834	6.92385	-49.82656	25.56638	-2.19740	-23.88233	-8.40523	1.64894	-50.02088	-9.96700	-1.71985	-35.52731	-11.26307	-1.25997	-26.28154	-25.48590	3.34322	-14.87234	-45.73448	8.35544	-12.78523	25.20353	4.71102	-23.42045	-12.78395	-44.01845	-29.15588	166.98181	-18.45046	-56.85878	128.79546	15.37817	113.76077	162.37230	-21.27491	-58.42918	131.44035	22.73246	112.62613
2676	-6.22021	-1.82982	-5.33114	-1.24685	5.84263	-58.14309	-1.98706	-2.21919	-5.18153	1.81502	0.90380	-58.32346	-1.98706	-2.21919	-5.18153	1.81502	0.90380	-58.32346	8.30682	2.69498	-23.64265	-11.75901	6.99140	-50.02049	25.49856	-2.24976	-24.09865	-8.47766	1.65893	-50.21905	-10.15947	-1.70472	-35.61276	-11.12334	-1.25462	-26.28083	-25.35698	3.23452	-14.76086	-45.60889	8.21494	-12.71774	25.24256	4.86045	-23.33123	-12.21847	-43.93176	-28.60590	167.06932	-18.48790	-56.73408	128.90173	15.36228	114.26683	162.04192	-21.68661	-58.47223	132.24550	22.77628	112.88740
2677	-6.30993	-1.66740	-5.83624	-1.20608	5.14320	-58.25729	-1.95552	-2.10696	-5.69277	1.44653	0.84789	-58.39603	-1.95552	-2.10696	-5.69277	1.44653	0.84789	-58.39603	8.06837	2.91965	-23.72071	-11.85989	7.10281	-50.10830	25.45115	-2.37182	-24.16496	-8.51769	1.57672	-50.30690	-10.26413	-1.77435	-35.75000	-11.02174	-1.21308	-26.24384	-25.37783	3.15838	-14.53932	-45.64330	8.06692	-12.53475	25.30047	5.05078	-23.25307	-11.63768	-43.90359	-27.77679	167.03090	-18.60098	-56.66465	128.92892	15.59313	114.93004	161.78958	-22.02077	-58.49960	132.48091	22.13401	113.54379
2678	-6.19503	-1.32993	-6.41603	-1.03879	4.24421	-58.32002	-1.77474	-1.82230	-6.29439	1.02763	0.89223	-58.41267	-1.77474	-1.82230	-6.29439	1.02763	0.89224	-58.41267	7.73100	3.21045	-23.71368	-11.98920	7.18954	-50.03181	25.44876	-2.53194	-24.14414	-8.53295	1.48829	-50.23548	-10.27463	-1.92072	-35.83815	-10.98179	-1.14717	-26.17102	-25.53653	3.19904	-14.24345	-45.82670	8.00268	-12.24066	25.33417	5.23759	-23.31291	-11.24450	-43.89825	-26.96501	166.83286	-18.83969	-57.14050	128.85878	15.92826	115.46687	161.27495	-22.04101	-59.08103	132.33607	21.23183	114.19486
2679	-6.18125	-1.03867	-7.02709	-0.90641	3.59504	-58.32130	-1.51308	-1.60979	-6.91914	0.74944	0.90998	-58.38641	-1.51307	-1.60979	-6.91914	0.74944	0.90998	-58.38641	7.34598	3.50976	-23.76884	-12.19974	7.26348	-49.82859	25.46720	-2.69154	-24.19541	-8.52021	1.41103	-50.05024	-10.26646	-2.03062	-35.84964	-10.97392	-1.08288	-26.10237	-25.76296	3.30857	-13.90491	-46.08378	7.98811	-11.88217	25.35305	5.36492	-23.48252	-11.10216	-43.85484	-26.36297	166.54706	-19.12453	-58.18598	128.74377	16.23061	115.97798	160.52986	-21.84460	-60.26262	132.08006	20.50722	114.82124
2680	-6.26317	-0.94228	-7.58409	-0.91355	3.35363	-58.28588	-1.28928	-1.59991	-7.47368	0.64811	0.82500	-58.34283	-1.28928	-1.59991	-7.47368	0.64811	0.82500	-58.34283	6.99821	3.74842	-23.94548	-12.50460	7.36708	-49.62439	25.44683	-2.80970	-24.38020	-8.48547	1.32146	-49.87659	-10.31171	-1.99141	-35.83920	-10.94524	-1.04913	-26.04899	-25.94627	3.46661	-13.55366	-46.30027	8.01443	-11.49470	25.45133	5.39808	-23.60799	-11.05053	-43.74763	-25.96287	166.31485	-19.31122	-59.03415	128.69353	16.42872	116.53584	160.12392	-21.75039	-61.16269	131.96338	20.10616	115.43659
2681	-6.19859	-1.06416	-8.00270	-1.05798	3.35470	-58.21710	-1.21523	-1.75955	-7.87984	0.60189	0.67400	-58.27546	-1.21523	-1.75955	-7.87984	0.60189	0.67400	-58.27546	6.74056	3.89620	-24.15848	-12.85414	7.48792	-49.45679	25.35374	-2.85813	-24.60882	-8.46602	1.24891	-49.74501	-10.38836	-1.81625	-35.80886	-10.88393	-1.06469	-25.97357	-26.04894	3.68697	-13.25357	-46.43488	8.11676	-11.13365	25.67130	5.35820	-23.58374	-10.91336	-43.59101	-25.72609	166.19795	-19.34297	-58.83177	128.76485	16.44926	116.53674	160.45305	-22.01977	-60.83717	132.01559	20.08777	115.44401
2682	-5.91019	-1.32836	-8.27097	-1.22756	3.43209	-58.14869	-1.27943	-1.99606	-8.13657	0.55497	0.56063	-58.21081	-1.27943	-1.99606	-8.13657	0.55497	0.56064	-58.21081	6.57042	3.97027	-24.32417	-13.18542	7.57567	-49.25366	25.19235	-2.84075	-24.79202	-8.50863	1.24526	-49.57468	-10.38629	-1.60337	-35.69468	-10.82683	-1.13445	-25.85593	-26.12544	3.87740	-13.09114	-46.53203	8.23877	-10.91312	25.90908	5.32090	-23.41649	-10.65253	-43.42242	-25.63106	166.13431	-19.27590	-57.68543	128.92688	16.27857	115.46091	161.24406	-22.65309	-59.45729	132.04976	20.54081	114.36986
2683	-5.53853	-1.55387	-8.43651	-1.24591	3.57725	-58.16151	-1.31902	-2.17449	-8.29919	0.61090	0.58445	-58.22895	-1.31902	-2.17449	-8.29919	0.61089	0.58445	-58.22895	6.44403	3.98447	-24.45891	-13.47842	7.60978	-49.02271	24.98719	-2.78197	-24.94604	-8.62118	1.29932	-49.36900	-10.25399	-1.42103	-35.49585	-10.79962	-1.26222	-25.73122	-26.19287	3.90337	-13.09968	-46.60019	8.26607	-10.91204	26.03789	5.35111	-23.15820	-10.24977	-43.29662	-25.51178	166.08347	-19.17008	-56.50571	129.15546	16.10204	113.97173	161.88258	-23.43919	-58.10709	132.00023	21.35817	112.90747
2684	-5.12716	-1.56910	-8.49640	-1.03585	3.84289	-58.29063	-1.18598	-2.15328	-8.36835	0.85348	0.78223	-58.36690	-1.18597	-2.15328	-8.36835	0.85348	0.78223	-58.36690	6.29910	3.92861	-24.58267	-13.75397	7.60155	-48.90369	24.77254	-2.69644	-25.09683	-8.77377	1.36888	-49.27110	-10.08639	-1.27704	-35.29472	-10.78634	-1.43665	-25.63882	-26.19326	3.79964	-13.20489	-46.58817	8.20545	-11.04799	26.07300	5.45282	-22.86558	-9.67502	-43.24400	-25.13096	166.11386	-19.04835	-55.90376	129.46339	16.16975	113.13300	161.98317	-24.11666	-57.53920	131.97141	22.13723	112.12963
2685	-4.63970	-1.40105	-8.38626	-0.74463	4.25979	-58.46782	-0.88765	-1.95048	-8.27649	1.19355	1.09810	-58.55846	-0.88764	-1.95048	-8.27649	1.19354	1.09810	-58.55846	6.09551	3.80505	-24.64412	-14.03841	7.56485	-48.97739	24.56834	-2.58896	-25.19451	-8.93840	1.44511	-49.36823	-10.01576	-1.14849	-35.13978	-10.76623	-1.59482	-25.58008	-26.11940	3.72714	-13.26925	-46.50625	8.15986	-11.13433	26.14090	5.58415	-22.63098	-9.02066	-43.22921	-24.45950	166.28572	-18.95936	-55.91791	129.80658	16.51861	113.07150	161.59512	-24.44554	-57.78287	132.05194	22.45926	112.14669
2686	-4.17765	-1.25785	-8.10085	-0.62572	4.71087	-58.56861	-0.53254	-1.77354	-8.00440	1.40542	1.38427	-58.67665	-0.53254	-1.77355	-8.00440	1.40542	1.38427	-58.67665	5.84329	3.65047	-24.51440	-14.34497	7.51582	-49.11520	24.36926	-2.47117	-25.09777	-9.09635	1.53578	-49.53529	-10.05953	-1.01635	-34.99956	-10.74337	-1.65655	-25.52393	-26.06972	3.73430	-13.19467	-46.46207	8.14065	-11.06134	26.30069	5.70454	-22.55076	-8.45107	-43.19774	-23.68487	166.53308	-18.97130	-56.54881	130.07846	16.96532	113.26994	161.06235	-24.26996	-58.67722	132.25705	22.21312	112.39645
2687	-3.78120	-1.27424	-7.73483	-0.77266	4.80814	-58.50716	-0.23511	-1.75292	-7.64114	1.26919	1.47208	-58.61906	-0.23511	-1.75292	-7.64114	1.26919	1.47208	-58.61906	5.57822	3.51042	-24.00698	-14.67343	7.47865	-49.08602	24.17294	-2.35982	-24.60065	-9.22621	1.63947	-49.54190	-10.12545	-0.87175	-34.83601	-10.72603	-1.62769	-25.42382	-26.11952	3.73599	-13.00064	-46.52516	8.07474	-10.87743	26.46882	5.81057	-22.58815	-8.01091	-43.14187	-22.98230	166.73351	-19.06599	-57.52852	130.22079	17.31570	113.33529	160.81593	-23.75766	-59.76793	132.57274	21.63476	112.44778
2688	-3.25193	-1.35062	-7.41666	-1.00833	4.23083	-58.32184	-0.08532	-1.76037	-7.33068	0.77543	1.33820	-58.40853	-0.08532	-1.76037	-7.33068	0.77543	1.33820	-58.40853	5.31911	3.40376	-23.10903	-15.02095	7.47820	-48.78967	23.98866	-2.27022	-23.68414	-9.31806	1.73656	-49.28660	-10.12309	-0.69475	-34.65937	-10.70497	-1.61378	-25.26305	-26.21782	3.69452	-12.81708	-46.63374	7.97199	-10.71867	26.53614	5.92429	-22.55511	-7.64452	-43.08360	-22.41882	166.83170	-19.11968	-57.97912	130.26067	17.49877	113.01820	161.08923	-23.47278	-60.13096	132.96169	21.06065	112.05212
2689	-2.51791	-1.32486	-7.24613	-1.11192	3.23867	-58.15566	-0.10350	-1.63046	-7.18386	0.18059	1.15696	-58.20524	-0.10349	-1.63046	-7.18386	0.18059	1.15696	-58.20524	5.06150	3.31968	-22.20374	-15.39425	7.53217	-48.34175	23.81218	-2.22251	-22.74723	-9.38803	1.77281	-48.88017	-10.04150	-0.45765	-34.48371	-10.66839	-1.69354	-25.08466	-26.27769	3.65288	-12.75237	-46.69587	7.91044	-10.67223	26.48681	6.04040	-22.34478	-7.37038	-43.01925	-22.00014	166.84186	-19.04903	-57.46831	130.24547	17.57210	112.42316	161.69240	-23.67280	-59.43227	133.31558	20.62039	111.36127
2690	-1.89773	-1.22070	-7.23773	-1.11764	2.42986	-58.12163	-0.20776	-1.43470	-7.19857	-0.27794	1.07959	-58.14735	-0.20775	-1.43470	-7.19857	-0.27794	1.07959	-58.14735	4.80086	3.25017	-21.77586	-15.79414	7.64307	-47.92667	23.62771	-2.23619	-22.29574	-9.46264	1.69413	-48.49966	-9.94680	-0.15119	-34.27236	-10.62012	-1.82889	-24.93168	-26.30789	3.62012	-12.75865	-46.72407	7.88193	-10.68969	26.38509	6.11180	-22.09061	-7.26052	-42.92096	-21.70686	166.80679	-18.91333	-56.62784	130.22110	17.63876	112.11227	162.16254	-23.89429	-58.43510	133.49646	20.24764	111.00488
2691	-1.73464	-1.20909	-7.27919	-1.24023	2.00457	-58.19803	-0.31643	-1.38981	-7.24702	-0.64646	1.04702	-58.21384	-0.31642	-1.38981	-7.24702	-0.64647	1.04702	-58.21384	4.54446	3.20777	-21.88950	-16.19125	7.78493	-47.57554	23.43478	-2.30226	-22.40011	-9.56012	1.52961	-48.17143	-9.88744	0.19631	-33.96959	-10.56417	-1.93060	-24.78898	-26.39329	3.56310	-12.69421	-46.81100	7.80606	-10.64894	26.31473	6.10775	-21.97338	-7.24818	-42.79353	-21.51655	166.81450	-18.81297	-55.96090	130.27216	17.73873	112.37185	162.13869	-23.76586	-57.76371	133.43582	19.95096	111.31907
2692	-2.01677	-1.40117	-7.21328	-1.60863	1.71786	-58.28599	-0.44798	-1.59910	-7.17221	-1.10910	0.90951	-58.29744	-0.44798	-1.59910	-7.17221	-1.10910	0.90951	-58.29744	4.31127	3.20467	-22.19424	-16.55357	7.90830	-47.13473	23.24701	-2.37740	-22.70299	-9.68221	1.39267	-47.74596	-9.82702	0.53464	-33.56934	-10.48736	-1.96765	-24.63104	-26.57007	3.48987	-12.52656	-46.99531	7.67904	-10.51647	26.33440	6.07077	-21.99098	-7.12744	-42.69104	-21.40356	166.96523	-18.76949	-55.21236	130.48517	17.83786	112.86569	161.59402	-23.55141	-57.22304	133.22324	19.86592	111.95734
2693	-2.45582	-1.72827	-6.99861	-2.16254	1.42570	-58.34840	-0.64561	-1.94947	-6.94051	-1.68816	0.65615	-58.35702	-0.64560	-1.94947	-6.94051	-1.68816	0.65615	-58.35702	4.11861	3.23162	-22.36005	-16.90296	7.97941	-46.53969	23.05678	-2.42385	-22.86431	-9.80709	1.36044	-47.17271	-9.70648	0.84367	-33.13600	-10.38500	-1.98300	-24.48525	-26.76500	3.46033	-12.39750	-47.19723	7.60640	-10.40506	26.44568	6.09139	-22.01601	-6.77745	-42.65719	-21.31197	167.24733	-18.76414	-54.12515	130.85298	17.91224	113.09200	160.71530	-23.57022	-56.51366	133.04066	20.02577	112.35596
2694	-2.80290	-1.99625	-6.76315	-2.73749	1.31082	-58.42789	-0.87060	-2.22405	-6.69199	-2.22304	0.47363	-58.43590	-0.87059	-2.22405	-6.69199	-2.22304	0.47363	-58.43590	3.96633	3.25407	-22.36113	-17.30557	8.00953	-46.01456	22.82293	-2.43996	-22.85261	-9.89148	1.38204	-46.69077	-9.52866	1.14334	-32.77046	-10.29140	-2.02955	-24.40001	-26.86411	3.50515	-12.43974	-47.29571	7.66311	-10.42914	26.60812	6.20219	-21.96479	-6.28759	-42.67726	-21.17344	167.52881	-18.78341	-52.85287	131.27913	18.00795	112.60103	159.87463	-23.70805	-55.61412	132.92026	20.22923	112.03520
