	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E3_finishedFinal\CutRoundE3.c3d
3394	0.11728	0.01402	0.02065	0.02954	0.51694	0.01729
3395	0.11713	0.01389	0.01904	0.02544	0.51445	0.01897
3396	0.11699	0.01356	0.01754	0.02119	0.51170	0.02076
3397	0.11688	0.01311	0.01621	0.01702	0.50879	0.02248
3398	0.11673	0.01268	0.01514	0.01258	0.50581	0.02406
3399	0.11650	0.01229	0.01430	0.00750	0.50285	0.02554
3400	0.11618	0.01186	0.01356	0.00190	0.49985	0.02698
3401	0.11580	0.01137	0.01278	-0.00373	0.49668	0.02851
3402	0.11539	0.01087	0.01194	-0.00902	0.49318	0.03015
3403	0.11508	0.01045	0.01107	-0.01384	0.48934	0.03174
3404	0.11496	0.01016	0.01018	-0.01814	0.48529	0.03312
3405	0.11500	0.01002	0.00927	-0.02201	0.48116	0.03433
3406	0.11512	0.00994	0.00846	-0.02568	0.47698	0.03539
3407	0.11527	0.00984	0.00781	-0.02917	0.47269	0.03632
3408	0.11541	0.00975	0.00734	-0.03236	0.46824	0.03719
3409	0.11544	0.00970	0.00702	-0.03521	0.46358	0.03806
3410	0.11537	0.00968	0.00688	-0.03780	0.45857	0.03891
3411	0.11528	0.00964	0.00693	-0.04015	0.45306	0.03978
3412	0.11520	0.00943	0.00713	-0.04225	0.44697	0.04074
3413	0.11511	0.00900	0.00738	-0.04404	0.44050	0.04171
3414	0.11506	0.00848	0.00751	-0.04550	0.43402	0.04234
3415	0.11508	0.00819	0.00739	-0.04668	0.42768	0.04240
3416	0.11509	0.00818	0.00707	-0.04764	0.42141	0.04196
3417	0.11511	0.00825	0.00670	-0.04824	0.41512	0.04130
3418	0.11520	0.00816	0.00639	-0.04834	0.40897	0.04070
3419	0.11535	0.00788	0.00625	-0.04794	0.40328	0.04037
3420	0.11553	0.00748	0.00630	-0.04711	0.39847	0.04031
3421	0.11578	0.00708	0.00638	-0.04586	0.39498	0.04019
3422	0.11612	0.00681	0.00627	-0.04419	0.39300	0.03959
3423	0.11641	0.00676	0.00589	-0.04217	0.39233	0.03839
3424	0.11647	0.00689	0.00540	-0.03997	0.39258	0.03684
3425	0.11634	0.00704	0.00494	-0.03779	0.39335	0.03536
3426	0.11622	0.00703	0.00458	-0.03573	0.39425	0.03439
3427	0.11618	0.00682	0.00434	-0.03373	0.39495	0.03421
3428	0.11612	0.00659	0.00423	-0.03178	0.39536	0.03484
3429	0.11596	0.00651	0.00423	-0.02999	0.39556	0.03610
3430	0.11583	0.00654	0.00429	-0.02836	0.39563	0.03768
3431	0.11589	0.00655	0.00445	-0.02691	0.39559	0.03932
3432	0.11616	0.00653	0.00469	-0.02584	0.39553	0.04092
3433	0.11648	0.00643	0.00501	-0.02536	0.39557	0.04240
3434	0.11664	0.00619	0.00547	-0.02538	0.39571	0.04370
3435	0.11656	0.00590	0.00605	-0.02551	0.39587	0.04481
3436	0.11641	0.00570	0.00656	-0.02554	0.39606	0.04576
3437	0.11649	0.00554	0.00679	-0.02574	0.39640	0.04667
3438	0.11686	0.00527	0.00676	-0.02651	0.39692	0.04753
3439	0.11727	0.00498	0.00666	-0.02784	0.39750	0.04814
3440	0.11745	0.00492	0.00659	-0.02921	0.39809	0.04832
3441	0.11742	0.00516	0.00654	-0.03017	0.39878	0.04809
3442	0.11733	0.00544	0.00660	-0.03086	0.39970	0.04768
3443	0.11720	0.00552	0.00684	-0.03168	0.40092	0.04721
3444	0.11698	0.00544	0.00715	-0.03276	0.40241	0.04661
3445	0.11664	0.00544	0.00727	-0.03380	0.40403	0.04578
3446	0.11622	0.00571	0.00712	-0.03445	0.40551	0.04467
3447	0.11589	0.00619	0.00685	-0.03468	0.40668	0.04329
3448	0.11575	0.00662	0.00669	-0.03455	0.40758	0.04185
3449	0.11571	0.00686	0.00668	-0.03418	0.40831	0.04050
3450	0.11552	0.00703	0.00674	-0.03386	0.40898	0.03912
3451	0.11510	0.00735	0.00686	-0.03374	0.40968	0.03747
3452	0.11465	0.00779	0.00709	-0.03353	0.41031	0.03544
3453	0.11447	0.00813	0.00737	-0.03283	0.41065	0.03306
3454	0.11463	0.00825	0.00769	-0.03162	0.41062	0.03047
3455	0.11494	0.00818	0.00804	-0.03037	0.41036	0.02794
3456	0.11518	0.00807	0.00845	-0.02955	0.41007	0.02580
3457	0.11531	0.00799	0.00902	-0.02915	0.40983	0.02410
3458	0.11548	0.00799	0.00983	-0.02868	0.40965	0.02266
3459	0.11583	0.00802	0.01081	-0.02768	0.40951	0.02133
3460	0.11628	0.00805	0.01178	-0.02623	0.40941	0.02011
3461	0.11670	0.00802	0.01267	-0.02488	0.40930	0.01908
3462	0.11711	0.00788	0.01365	-0.02406	0.40905	0.01824
3463	0.11761	0.00772	0.01489	-0.02362	0.40860	0.01761
3464	0.11818	0.00759	0.01635	-0.02317	0.40817	0.01721
3465	0.11867	0.00746	0.01791	-0.02252	0.40814	0.01694
3466	0.11912	0.00724	0.01950	-0.02178	0.40857	0.01664
3467	0.11961	0.00702	0.02112	-0.02112	0.40909	0.01623
3468	0.12014	0.00703	0.02291	-0.02073	0.40933	0.01577
3469	0.12058	0.00737	0.02499	-0.02063	0.40925	0.01535
3470	0.12090	0.00793	0.02743	-0.02078	0.40902	0.01501
3471	0.12128	0.00855	0.03010	-0.02108	0.40883	0.01469
3472	0.12200	0.00915	0.03279	-0.02148	0.40878	0.01432
3473	0.12307	0.00974	0.03544	-0.02186	0.40890	0.01393
3474	0.12419	0.01032	0.03827	-0.02208	0.40919	0.01364
3475	0.12508	0.01086	0.04156	-0.02201	0.40970	0.01358
3476	0.12574	0.01133	0.04532	-0.02165	0.41044	0.01374
3477	0.12648	0.01169	0.04933	-0.02113	0.41125	0.01395
3478	0.12749	0.01206	0.05341	-0.02060	0.41183	0.01401
3479	0.12874	0.01265	0.05754	-0.02020	0.41205	0.01386
3480	0.13002	0.01353	0.06173	-0.01993	0.41206	0.01353
3481	0.13135	0.01458	0.06595	-0.01983	0.41199	0.01315
3482	0.13291	0.01574	0.07019	-0.01983	0.41179	0.01287
3483	0.13486	0.01698	0.07451	-0.01973	0.41138	0.01280
3484	0.13710	0.01831	0.07897	-0.01942	0.41086	0.01287
3485	0.13941	0.01973	0.08363	-0.01905	0.41046	0.01292
3486	0.14169	0.02129	0.08850	-0.01880	0.41029	0.01283
3487	0.14397	0.02291	0.09363	-0.01861	0.41037	0.01259
3488	0.14626	0.02452	0.09915	-0.01825	0.41067	0.01225
3489	0.14860	0.02614	0.10502	-0.01761	0.41113	0.01193
3490	0.15111	0.02786	0.11081	-0.01690	0.41158	0.01167
3491	0.15387	0.02965	0.11601	-0.01646	0.41184	0.01142
3492	0.15683	0.03146	0.12066	-0.01646	0.41179	0.01113
3493	0.15983	0.03341	0.12530	-0.01685	0.41145	0.01086
3494	0.16276	0.03576	0.13038	-0.01735	0.41110	0.01064
3495	0.16549	0.03877	0.13583	-0.01765	0.41110	0.01039
3496	0.16810	0.04232	0.14127	-0.01759	0.41155	0.01012
3497	0.17086	0.04601	0.14633	-0.01731	0.41220	0.00998
3498	0.17376	0.04945	0.15078	-0.01716	0.41267	0.01010
3499	0.17654	0.05251	0.15464	-0.01744	0.41283	0.01035
3500	0.17907	0.05522	0.15814	-0.01808	0.41272	0.01050
3501	0.18154	0.05749	0.16144	-0.01869	0.41246	0.01055
3502	0.18416	0.05910	0.16449	-0.01889	0.41220	0.01068
3503	0.18680	0.06001	0.16698	-0.01863	0.41193	0.01110
3504	0.18914	0.06052	0.16853	-0.01820	0.41154	0.01171
3505	0.19089	0.06088	0.16892	-0.01797	0.41101	0.01215
3506	0.19221	0.06109	0.16825	-0.01802	0.41052	0.01217
3507	0.19361	0.06083	0.16696	-0.01821	0.41030	0.01197
3508	0.19552	0.05985	0.16549	-0.01844	0.41039	0.01181
3509	0.19797	0.05817	0.16406	-0.01866	0.41063	0.01172
3510	0.20062	0.05593	0.16254	-0.01870	0.41083	0.01158
3511	0.20335	0.05316	0.16073	-0.01844	0.41090	0.01143
3512	0.20629	0.04985	0.15859	-0.01800	0.41082	0.01139
3513	0.20950	0.04609	0.15625	-0.01767	0.41065	0.01147
3514	0.21271	0.04209	0.15373	-0.01753	0.41046	0.01164
3515	0.21565	0.03803	0.15092	-0.01757	0.41020	0.01194
3516	0.21816	0.03409	0.14785	-0.01778	0.40983	0.01236
3517	0.22024	0.03039	0.14459	-0.01808	0.40939	0.01274
3518	0.22196	0.02702	0.14114	-0.01837	0.40899	0.01292
3519	0.22348	0.02398	0.13744	-0.01862	0.40878	0.01284
3520	0.22487	0.02116	0.13344	-0.01889	0.40885	0.01258
3521	0.22616	0.01834	0.12901	-0.01919	0.40913	0.01226
3522	0.22754	0.01532	0.12401	-0.01951	0.40943	0.01205
3523	0.22900	0.01214	0.11857	-0.01987	0.40965	0.01204
3524	0.23030	0.00900	0.11318	-0.02028	0.40985	0.01216
3525	0.23116	0.00606	0.10822	-0.02074	0.41016	0.01219
3526	0.23142	0.00332	0.10351	-0.02117	0.41056	0.01201
3527	0.23105	0.00075	0.09861	-0.02149	0.41079	0.01180
3528	0.23029	-0.00163	0.09337	-0.02160	0.41073	0.01177
3529	0.22948	-0.00384	0.08810	-0.02148	0.41058	0.01182
3530	0.22862	-0.00597	0.08307	-0.02119	0.41058	0.01174
3531	0.22742	-0.00807	0.07822	-0.02086	0.41069	0.01159
3532	0.22564	-0.00998	0.07324	-0.02061	0.41077	0.01160
3533	0.22326	-0.01148	0.06802	-0.02044	0.41083	0.01186
3534	0.22056	-0.01243	0.06273	-0.02024	0.41089	0.01223
3535	0.21790	-0.01288	0.05766	-0.01990	0.41091	0.01255
3536	0.21541	-0.01302	0.05297	-0.01953	0.41093	0.01264
3537	0.21306	-0.01290	0.04867	-0.01938	0.41103	0.01243
3538	0.21088	-0.01258	0.04469	-0.01954	0.41112	0.01205
3539	0.20905	-0.01219	0.04101	-0.01985	0.41100	0.01171
3540	0.20767	-0.01193	0.03760	-0.02005	0.41063	0.01151
3541	0.20654	-0.01185	0.03438	-0.02006	0.41022	0.01143
3542	0.20535	-0.01180	0.03125	-0.02004	0.41008	0.01141
3543	0.20406	-0.01169	0.02822	-0.02023	0.41035	0.01142
3544	0.20304	-0.01167	0.02538	-0.02056	0.41086	0.01141
3545	0.20259	-0.01190	0.02277	-0.02075	0.41142	0.01129
3546	0.20268	-0.01237	0.02044	-0.02064	0.41203	0.01111
3547	0.20313	-0.01306	0.01850	-0.02038	0.41265	0.01111
3548	0.20386	-0.01404	0.01702	-0.02018	0.41311	0.01134
3549	0.20471	-0.01525	0.01589	-0.02003	0.41330	0.01165
3550	0.20553	-0.01646	0.01490	-0.01978	0.41335	0.01201
3551	0.20635	-0.01744	0.01400	-0.01923	0.41345	0.01268
3552	0.20735	-0.01820	0.01332	-0.01839	0.41368	0.01397
3553	0.20852	-0.01884	0.01283	-0.01757	0.41410	0.01599
3554	0.20952	-0.01941	0.01236	-0.01709	0.41476	0.01865
3555	0.21010	-0.01994	0.01183	-0.01701	0.41553	0.02190
3556	0.21039	-0.02042	0.01126	-0.01709	0.41618	0.02560
3557	0.21069	-0.02078	0.01067	-0.01714	0.41652	0.02957
3558	0.21104	-0.02103	0.01010	-0.01717	0.41654	0.03369
3559	0.21130	-0.02126	0.00968	-0.01735	0.41646	0.03797
3560	0.21143	-0.02157	0.00942	-0.01796	0.41667	0.04242
3561	0.21148	-0.02191	0.00916	-0.01914	0.41744	0.04696
3562	0.21157	-0.02219	0.00879	-0.02057	0.41864	0.05151
3563	0.21170	-0.02238	0.00838	-0.02182	0.41992	0.05605
3564	0.21176	-0.02248	0.00805	-0.02275	0.42098	0.06044
3565	0.21157	-0.02247	0.00781	-0.02367	0.42177	0.06442
3566	0.21111	-0.02229	0.00760	-0.02484	0.42236	0.06786
3567	0.21063	-0.02210	0.00739	-0.02612	0.42278	0.07083
3568	0.21047	-0.02220	0.00717	-0.02709	0.42295	0.07336
3569	0.21071	-0.02274	0.00696	-0.02756	0.42270	0.07539
3570	0.21111	-0.02355	0.00678	-0.02763	0.42193	0.07698
3571	0.21143	-0.02420	0.00658	-0.02716	0.42063	0.07842
3572	0.21165	-0.02437	0.00625	-0.02589	0.41888	0.07987
3573	0.21186	-0.02408	0.00579	-0.02391	0.41674	0.08109
3574	0.21203	-0.02365	0.00534	-0.02169	0.41433	0.08167
3575	0.21206	-0.02331	0.00504	-0.01957	0.41176	0.08140
3576	0.21193	-0.02302	0.00485	-0.01751	0.40915	0.08034
3577	0.21171	-0.02272	0.00460	-0.01522	0.40649	0.07871
3578	0.21141	-0.02251	0.00419	-0.01236	0.40371	0.07670
3579	0.21099	-0.02257	0.00371	-0.00878	0.40094	0.07442
3580	0.21057	-0.02285	0.00334	-0.00468	0.39864	0.07187
3581	0.21037	-0.02311	0.00318	-0.00043	0.39744	0.06908
3582	0.21051	-0.02321	0.00324	0.00361	0.39747	0.06630
3583	0.21096	-0.02331	0.00339	0.00721	0.39813	0.06377
3584	0.21152	-0.02355	0.00353	0.01015	0.39873	0.06163
3585	0.21190	-0.02385	0.00362	0.01217	0.39899	0.06000
3586	0.21195	-0.02396	0.00358	0.01313	0.39903	0.05895
3587	0.21177	-0.02384	0.00336	0.01314	0.39904	0.05860
3588	0.21158	-0.02371	0.00306	0.01242	0.39902	0.05917
3589	0.21146	-0.02372	0.00280	0.01113	0.39895	0.06067
3590	0.21129	-0.02376	0.00266	0.00935	0.39897	0.06277
3591	0.21093	-0.02370	0.00272	0.00710	0.39930	0.06522
3592	0.21036	-0.02346	0.00309	0.00439	0.40010	0.06810
3593	0.20969	-0.02306	0.00359	0.00151	0.40123	0.07144
3594	0.20911	-0.02271	0.00397	-0.00113	0.40247	0.07488
3595	0.20876	-0.02265	0.00420	-0.00319	0.40369	0.07792
3596	0.20856	-0.02279	0.00439	-0.00451	0.40493	0.08029
3597	0.20824	-0.02278	0.00456	-0.00525	0.40609	0.08216
3598	0.20757	-0.02243	0.00469	-0.00585	0.40703	0.08388
3599	0.20671	-0.02181	0.00481	-0.00657	0.40779	0.08559
3600	0.20606	-0.02112	0.00499	-0.00725	0.40868	0.08731
3601	0.20572	-0.02047	0.00525	-0.00763	0.41011	0.08894
3602	0.20542	-0.01984	0.00557	-0.00757	0.41227	0.09026
3603	0.20494	-0.01923	0.00589	-0.00702	0.41509	0.09083
3604	0.20451	-0.01879	0.00613	-0.00623	0.41839	0.09030
3605	0.20453	-0.01864	0.00622	-0.00542	0.42204	0.08877
3606	0.20500	-0.01865	0.00611	-0.00448	0.42603	0.08682
3607	0.20548	-0.01858	0.00579	-0.00319	0.43043	0.08505
3608	0.20552	-0.01835	0.00526	-0.00157	0.43529	0.08361
3609	0.20511	-0.01800	0.00464	0.00014	0.44058	0.08213
3610	0.20456	-0.01769	0.00420	0.00173	0.44625	0.08001
3611	0.20405	-0.01761	0.00414	0.00313	0.45214	0.07687
3612	0.20361	-0.01784	0.00443	0.00455	0.45810	0.07287
3613	0.20332	-0.01814	0.00481	0.00641	0.46395	0.06869
3614	0.20323	-0.01825	0.00504	0.00899	0.46957	0.06507
3615	0.20326	-0.01807	0.00510	0.01245	0.47493	0.06202
3616	0.20324	-0.01766	0.00497	0.01690	0.48011	0.05890
3617	0.20305	-0.01713	0.00466	0.02220	0.48507	0.05523
3618	0.20273	-0.01665	0.00432	0.02788	0.48962	0.05122
3619	0.20245	-0.01641	0.00425	0.03354	0.49348	0.04740
3620	0.20232	-0.01642	0.00450	0.03920	0.49651	0.04408
3621	0.20229	-0.01646	0.00480	0.04512	0.49881	0.04127
3622	0.20220	-0.01640	0.00486	0.05116	0.50066	0.03881
3623	0.20206	-0.01631	0.00466	0.05681	0.50236	0.03646
3624	0.20192	-0.01631	0.00445	0.06165	0.50411	0.03414
3625	0.20173	-0.01647	0.00451	0.06562	0.50591	0.03201
3626	0.20140	-0.01686	0.00485	0.06887	0.50766	0.03013
3627	0.20096	-0.01742	0.00514	0.07152	0.50933	0.02822
3628	0.20052	-0.01795	0.00513	0.07357	0.51098	0.02591
3629	0.20017	-0.01820	0.00480	0.07490	0.51246	0.02313
3630	0.19989	-0.01811	0.00437	0.07528	0.51335	0.02010
3631	0.19959	-0.01778	0.00401	0.07472	0.51334	0.01730
3632	0.19925	-0.01734	0.00380	0.07379	0.51281	0.01516
3633	0.19892	-0.01676	0.00372	0.07323	0.51252	0.01376
3634	0.19860	-0.01596	0.00376	0.07321	0.51278	0.01278
3635	0.19833	-0.01504	0.00397	0.07340	0.51335	0.01198
3636	0.19794	-0.01417	0.00449	0.07348	0.51402	0.01155
3637	0.19715	-0.01328	0.00549	0.07338	0.51471	0.01171
3638	0.19602	-0.01220	0.00718	0.07311	0.51528	0.01216
3639	0.19509	-0.01104	0.00990	0.07271	0.51556	0.01235
3640	0.19482	-0.01010	0.01422	0.07232	0.51576	0.01211
3641	0.19526	-0.00947	0.02083	0.07206	0.51617	0.01182
3642	0.19639	-0.00884	0.03051	0.07187	0.51659	0.01194
3643	0.19845	-0.00749	0.04393	0.07151	0.51652	0.01248
3644	0.20188	-0.00449	0.06132	0.07084	0.51577	0.01321
3645	0.20718	0.00104	0.08261	0.06994	0.51478	0.01405
3646	0.21483	0.00967	0.10758	0.06900	0.51414	0.01495
3647	0.22515	0.02177	0.13607	0.06834	0.51419	0.01585
3648	0.23798	0.03763	0.16810	0.06841	0.51478	0.01675
3649	0.25272	0.05765	0.20367	0.06922	0.51544	0.01779
3650	0.26880	0.08255	0.24218	0.06987	0.51558	0.01913
3651	0.28540	0.11282	0.28214	0.06920	0.51469	0.02080
3652	0.30109	0.14715	0.32177	0.06708	0.51285	0.02273
3653	0.31440	0.18279	0.36007	0.06456	0.51079	0.02480
3654	0.32512	0.21815	0.39710	0.06282	0.50931	0.02699
3655	0.33416	0.25417	0.43322	0.06229	0.50870	0.02931
3656	0.34267	0.29259	0.46841	0.06270	0.50872	0.03170
3657	0.35134	0.33419	0.50237	0.06345	0.50920	0.03430
3658	0.36029	0.37938	0.53541	0.06431	0.51047	0.03756
3659	0.36944	0.42872	0.56835	0.06572	0.51315	0.04192
3660	0.37886	0.48212	0.60140	0.06828	0.51745	0.04729
3661	0.38847	0.53877	0.63359	0.07207	0.52321	0.05320
3662	0.39768	0.59817	0.66359	0.07646	0.53022	0.05914
3663	0.40569	0.66013	0.69098	0.08080	0.53824	0.06475
3664	0.41151	0.72398	0.71609	0.08486	0.54700	0.06988
3665	0.41357	0.78919	0.73958	0.08861	0.55640	0.07466
3666	0.40959	0.85683	0.76281	0.09188	0.56624	0.07937
3667	0.39719	0.92875	0.78830	0.09447	0.57603	0.08392
3668	0.37530	1.00472	0.81885	0.09650	0.58534	0.08789
3669	0.34474	1.08189	0.85513	0.09827	0.59405	0.09094
3670	0.30613	1.15741	0.89483	0.09994	0.60220	0.09313
3671	0.25728	1.22983	0.93443	0.10157	0.60984	0.09470
3672	0.19419	1.29813	0.97037	0.10293	0.61707	0.09601
3673	0.11707	1.36114	1.00201	0.10367	0.62380	0.09745
3674	0.03811	1.41508	1.03757	0.10383	0.62968	0.09937
3675	-0.02191	1.45206	1.08134	0.10366	0.63433	0.10179
3676	-0.06113	1.47059	1.11955	0.10319	0.63758	0.10435
3677	-0.08726	1.47580	1.13599	0.10231	0.63932	0.10667
3678	-0.09457	1.47183	1.13426	0.10111	0.63961	0.10866
3679	-0.08436	1.46609	1.13465	0.09973	0.63888	0.11017
3680	-0.07058	1.46482	1.13493	0.09855	0.63777	0.11072
3681	-0.06446	1.46253	1.09955	0.09809	0.63643	0.10998
3682	-0.06901	1.43874	0.99473	0.09838	0.63447	0.10810
3683	-0.07993	1.36993	0.85786	0.09906	0.63150	0.10550
3684	-0.08882	1.30568	0.77017	0.10010	0.62784	0.10246
3685	-0.09016	1.33464	0.76292	0.10137	0.62405	0.09878
3686	-0.08751	1.43352	0.86326	0.10304	0.62042	0.09406
3687	-0.07971	1.48428	0.99927	0.10502	0.61692	0.08805
3688	-0.06002	1.48481	1.05523	0.10647	0.61335	0.08099
3689	-0.04350	1.47100	1.03892	0.10755	0.61009	0.07380
3690	-0.03832	1.45864	1.00111	0.10895	0.60792	0.06751
3691	-0.03412	1.45471	0.96773	0.11076	0.60731	0.06239
3692	-0.02329	1.45501	0.94232	0.11294	0.60851	0.05797
3693	-0.00712	1.45370	0.91903	0.11563	0.61177	0.05374
3694	0.01087	1.44906	0.89298	0.11901	0.61709	0.04961
3695	0.02930	1.44092	0.86353	0.12299	0.62385	0.04571
3696	0.04816	1.42895	0.83165	0.12711	0.63088	0.04206
3697	0.06699	1.41340	0.79796	0.13076	0.63708	0.03848
3698	0.08503	1.39485	0.76269	0.13356	0.64187	0.03469
3699	0.10198	1.37341	0.72667	0.13546	0.64522	0.03040
3700	0.11822	1.34938	0.69160	0.13668	0.64713	0.02563
3701	0.13472	1.32335	0.65872	0.13758	0.64754	0.02094
3702	0.15224	1.29533	0.62795	0.13841	0.64681	0.01701
3703	0.17035	1.26504	0.59886	0.13904	0.64585	0.01421
3704	0.18792	1.23286	0.57126	0.13910	0.64538	0.01266
3705	0.20442	1.19954	0.54493	0.13862	0.64548	0.01244
3706	0.22024	1.16534	0.51981	0.13807	0.64586	0.01343
3707	0.23608	1.13030	0.49652	0.13779	0.64613	0.01507
3708	0.25209	1.09479	0.47573	0.13754	0.64594	0.01654
3709	0.26767	1.05921	0.45720	0.13684	0.64507	0.01733
3710	0.28181	1.02352	0.43974	0.13556	0.64374	0.01752
3711	0.29390	0.98763	0.42217	0.13418	0.64252	0.01739
3712	0.30408	0.95180	0.40426	0.13336	0.64187	0.01703
3713	0.31275	0.91618	0.38690	0.13330	0.64174	0.01643
3714	0.31997	0.88023	0.37143	0.13362	0.64172	0.01565
3715	0.32558	0.84327	0.35867	0.13385	0.64140	0.01496
3716	0.32996	0.80518	0.34863	0.13397	0.64053	0.01484
3717	0.33371	0.76669	0.34059	0.13425	0.63919	0.01556
3718	0.33694	0.72899	0.33341	0.13477	0.63767	0.01670
3719	0.33932	0.69300	0.32631	0.13536	0.63616	0.01758
3720	0.34082	0.65878	0.31942	0.13586	0.63450	0.01796
3721	0.34210	0.62568	0.31308	0.13619	0.63247	0.01821
3722	0.34359	0.59297	0.30694	0.13625	0.62991	0.01858
3723	0.34459	0.56034	0.30007	0.13585	0.62691	0.01881
3724	0.34391	0.52800	0.29194	0.13486	0.62366	0.01860
3725	0.34125	0.49663	0.28318	0.13336	0.62018	0.01815
3726	0.33707	0.46698	0.27483	0.13152	0.61588	0.01800
3727	0.33186	0.43921	0.26722	0.12925	0.61001	0.01843
3728	0.32598	0.41261	0.26015	0.12640	0.60272	0.01918
3729	0.31990	0.38628	0.25366	0.12316	0.59505	0.01983
3730	0.31400	0.35999	0.24796	0.11992	0.58798	0.02022
3731	0.30831	0.33424	0.24269	0.11666	0.58155	0.02051
3732	0.30266	0.30949	0.23701	0.11281	0.57500	0.02088
3733	0.29683	0.28589	0.23050	0.10796	0.56758	0.02114
3734	0.29066	0.26358	0.22336	0.10247	0.55944	0.02089
3735	0.28409	0.24291	0.21570	0.09744	0.55186	0.01997
3736	0.27726	0.22403	0.20701	0.09403	0.54642	0.01857
3737	0.27044	0.20674	0.19674	0.09277	0.54381	0.01710
3738	0.26403	0.19097	0.18496	0.09328	0.54346	0.01593
3739	0.25849	0.17703	0.17229	0.09466	0.54417	0.01529
3740	0.25407	0.16527	0.15952	0.09599	0.54506	0.01525
3741	0.25060	0.15541	0.14730	0.09673	0.54568	0.01567
3742	0.24752	0.14671	0.13587	0.09682	0.54585	0.01626
3743	0.24418	0.13871	0.12520	0.09645	0.54562	0.01678
3744	0.24018	0.13165	0.11513	0.09595	0.54537	0.01717
3745	0.23553	0.12611	0.10550	0.09570	0.54543	0.01757
3746	0.23043	0.12250	0.09624	0.09575	0.54568	0.01809
3747	0.22510	0.12079	0.08746	0.09588	0.54575	0.01870
3748	0.21980	0.12043	0.07940	0.09583	0.54557	0.01925
3749	0.21510	0.12049	0.07222	0.09559	0.54547	0.01953
3750	0.21155	0.12014	0.06587	0.09543	0.54578	0.01937
3751	0.20921	0.11921	0.06034	0.09558	0.54636	0.01881
3752	0.20796	0.11803	0.05576	0.09594	0.54680	0.01799
3753	0.20772	0.11690	0.05215	0.09603	0.54683	0.01708
3754	0.20837	0.11581	0.04935	0.09559	0.54640	0.01640
3755	0.20962	0.11447	0.04726	0.09482	0.54556	0.01616
3756	0.21126	0.11270	0.04593	0.09405	0.54444	0.01628
3757	0.21330	0.11067	0.04522	0.09348	0.54332	0.01657
3758	0.21571	0.10888	0.04481	0.09306	0.54243	0.01701
3759	0.21826	0.10770	0.04447	0.09254	0.54172	0.01765
3760	0.22055	0.10701	0.04415	0.09167	0.54078	0.01842
3761	0.22244	0.10645	0.04391	0.09074	0.53948	0.01924
3762	0.22407	0.10583	0.04375	0.09050	0.53826	0.02014
3763	0.22553	0.10520	0.04365	0.09115	0.53749	0.02104
3764	0.22658	0.10472	0.04356	0.09169	0.53670	0.02168
3765	0.22695	0.10445	0.04345	0.09071	0.53472	0.02196
3766	0.22663	0.10445	0.04332	0.08778	0.53073	0.02208
3767	0.22583	0.10474	0.04313	0.08374	0.52504	0.02234
3768	0.22481	0.10527	0.04289	0.07978	0.51867	0.02299
3769	0.22385	0.10582	0.04277	0.07636	0.51245	0.02402
3770	0.22329	0.10607	0.04311	0.07334	0.50672	0.02521
3771	0.22329	0.10586	0.04391	0.07056	0.50145	0.02617
3772	0.22365	0.10534	0.04473	0.06808	0.49663	0.02667
3773	0.22399	0.10483	0.04514	0.06583	0.49255	0.02681
3774	0.22414	0.10449	0.04516	0.06360	0.48954	0.02692
3775	0.22419	0.10422	0.04510	0.06115	0.48756	0.02715
3776	0.22423	0.10399	0.04528	0.05830	0.48623	0.02745
3777	0.22423	0.10389	0.04576	0.05511	0.48541	0.02774
3778	0.22415	0.10397	0.04644	0.05184	0.48517	0.02807
3779	0.22401	0.10415	0.04719	0.04863	0.48546	0.02850
3780	0.22383	0.10437	0.04792	0.04528	0.48598	0.02906
3781	0.22365	0.10464	0.04853	0.04146	0.48638	0.02979
3782	0.22348	0.10494	0.04889	0.03707	0.48646	0.03061
3783	0.22331	0.10525	0.04891	0.03235	0.48621	0.03130
3784	0.22317	0.10549	0.04861	0.02763	0.48579	0.03168
3785	0.22303	0.10556	0.04812	0.02294	0.48550	0.03187
3786	0.22283	0.10545	0.04761	0.01819	0.48559	0.03219
3787	0.22262	0.10525	0.04720	0.01347	0.48606	0.03286
3788	0.22262	0.10502	0.04692	0.00908	0.48681	0.03389
3789	0.22296	0.10477	0.04672	0.00528	0.48779	0.03514
3790	0.22339	0.10452	0.04656	0.00207	0.48892	0.03633
3791	0.22348	0.10439	0.04645	-0.00064	0.49001	0.03719
3792	0.22300	0.10452	0.04636	-0.00281	0.49085	0.03756
3793	0.22221	0.10481	0.04625	-0.00444	0.49151	0.03753
3794	0.22156	0.10511	0.04614	-0.00573	0.49221	0.03729
3795	0.22125	0.10532	0.04614	-0.00694	0.49306	0.03700
3796	0.22112	0.10546	0.04635	-0.00822	0.49392	0.03660
3797	0.22085	0.10565	0.04668	-0.00948	0.49451	0.03604
