	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E2_finished_final\finishedUpperE2.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT	FREEMOMENT
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
142	0.00000	0.00000	-0.44295	0.00000	0.00000	-2.47738
143	0.00000	0.00000	-0.44740	0.00000	0.00000	-2.47954
144	0.00000	0.00000	-0.45188	0.00000	0.00000	-2.48155
145	0.00000	0.00000	-0.45637	0.00000	0.00000	-2.48341
146	0.00000	0.00000	-0.46085	0.00000	0.00000	-2.48512
147	0.00000	0.00000	-0.46533	0.00000	0.00000	-2.48667
148	0.00000	0.00000	-0.46979	0.00000	0.00000	-2.48807
149	0.00000	0.00000	-0.47422	0.00000	0.00000	-2.48932
150	0.00000	0.00000	-0.47861	0.00000	0.00000	-2.49041
151	0.00000	0.00000	-0.48296	0.00000	0.00000	-2.49135
152	0.00000	0.00000	-0.48725	0.00000	0.00000	-2.49213
153	0.00000	0.00000	-0.49148	0.00000	0.00000	-2.49276
154	0.00000	0.00000	-0.49563	0.00000	0.00000	-2.49323
155	0.00000	0.00000	-0.49971	0.00000	0.00000	-2.49355
156	0.00000	0.00000	-0.50369	0.00000	0.00000	-2.49371
157	0.00000	0.00000	-0.50759	0.00000	0.00000	-2.49371
158	0.00000	0.00000	-0.51138	0.00000	0.00000	-2.49354
159	0.00000	0.00000	-0.51506	0.00000	0.00000	-2.49321
160	0.00000	0.00000	-0.51863	0.00000	0.00000	-2.49272
161	0.00000	0.00000	-0.52208	0.00000	0.00000	-2.49206
162	0.00000	0.00000	-0.52541	0.00000	0.00000	-2.49123
163	0.00000	0.00000	-0.52860	0.00000	0.00000	-2.49024
164	0.00000	0.00000	-0.53166	0.00000	0.00000	-2.48907
165	0.00000	0.00000	-0.53458	0.00000	0.00000	-2.48772
166	0.00000	0.00000	-0.53736	0.00000	0.00000	-2.48621
167	0.00000	0.00000	-0.53999	0.00000	0.00000	-2.48452
168	0.00000	0.00000	-0.54248	0.00000	0.00000	-2.48266
169	0.00000	0.00000	-0.54481	0.00000	0.00000	-2.48063
170	0.00000	0.00000	-0.54699	0.00000	0.00000	-2.47842
171	0.00000	0.00000	-0.54901	0.00000	0.00000	-2.47605
172	0.00000	0.00000	-0.55087	0.00000	0.00000	-2.47350
173	0.00000	0.00000	-0.55258	0.00000	0.00000	-2.47077
174	0.00000	0.00000	-0.55412	0.00000	0.00000	-2.46787
175	0.00000	0.00000	-0.55550	0.00000	0.00000	-2.46480
