	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d	C:\Users\Paul Meinheit\Desktop\raw Data\paul\E1_finished_final\finishedUpperE1.c3d
	FP1	FP1	FP1	FP2	FP2	FP2
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z
309	8.28376	-15.09943	229.20273	-9.88195	45.24922	490.61276
310	8.28069	-15.12922	229.28087	-9.88889	45.28056	490.77682
311	8.27761	-15.16035	229.36346	-9.89534	45.31279	490.94479
312	8.27453	-15.19282	229.45055	-9.90131	45.34594	491.11667
313	8.27145	-15.22660	229.54195	-9.90677	45.37997	491.29248
314	8.26835	-15.26169	229.63768	-9.91171	45.41491	491.47223
315	8.26524	-15.29807	229.73766	-9.91612	45.45073	491.65598
316	8.26210	-15.33573	229.84183	-9.91999	45.48744	491.84372
317	8.25895	-15.37462	229.95007	-9.92330	45.52504	492.03546
318	8.25576	-15.41475	230.06235	-9.92605	45.56351	492.23126
319	8.25255	-15.45607	230.17856	-9.92822	45.60286	492.43106
320	8.24930	-15.49857	230.29863	-9.92981	45.64307	492.63492
321	8.24601	-15.54222	230.42245	-9.93081	45.68416	492.84280
322	8.24268	-15.58701	230.54999	-9.93120	45.72611	493.05475
323	8.23931	-15.63291	230.68115	-9.93097	45.76892	493.27075
324	8.23589	-15.67988	230.81586	-9.93013	45.81259	493.49084
325	8.23241	-15.72792	230.95399	-9.92864	45.85711	493.71509
326	8.22888	-15.77700	231.09552	-9.92652	45.90247	493.94336
327	8.22529	-15.82708	231.24033	-9.92374	45.94867	494.17578
