	RTOES_DIST	RTOES_DIST	RTOES_DIST	LTOES_DIST	LTOES_DIST	LTOES_DIST	RTOES_PROX	RTOES_PROX	RTOES_PROX	LTOES_PROX	LTOES_PROX	LTOES_PROX	RFTS_DIST	RFTS_DIST	RFTS_DIST	LFTS_DIST	LFTS_DIST	LFTS_DIST	RFTS_PROX	RFTS_PROX	RFTS_PROX	LFTS_PROX	LFTS_PROX	LFTS_PROX
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
43	0.28140	0.20010	0.00435	0.11241	0.70139	0.00312	0.24567	0.16739	0.00736	0.10489	0.65349	0.00536	0.27369	0.14781	0.01239	0.08554	0.66223	0.00941	0.13515	0.02099	0.02240	0.05649	0.47270	0.01227
44	0.28148	0.20009	0.00444	0.11247	0.70145	0.00332	0.24571	0.16741	0.00735	0.10488	0.65355	0.00528	0.27372	0.14779	0.01234	0.08558	0.66232	0.00946	0.13505	0.02112	0.02245	0.05612	0.47285	0.01229
45	0.28159	0.20011	0.00457	0.11256	0.70142	0.00338	0.24580	0.16745	0.00743	0.10489	0.65353	0.00530	0.27379	0.14781	0.01241	0.08563	0.66234	0.00959	0.13506	0.02122	0.02248	0.05581	0.47292	0.01239
46	0.28165	0.20015	0.00476	0.11260	0.70130	0.00326	0.24587	0.16748	0.00767	0.10488	0.65343	0.00545	0.27387	0.14784	0.01268	0.08562	0.66225	0.00976	0.13515	0.02121	0.02249	0.05568	0.47285	0.01249
47	0.28164	0.20012	0.00495	0.11260	0.70119	0.00312	0.24588	0.16743	0.00799	0.10483	0.65334	0.00562	0.27389	0.14781	0.01299	0.08557	0.66216	0.00987	0.13523	0.02109	0.02252	0.05562	0.47276	0.01253
48	0.28158	0.20006	0.00505	0.11257	0.70118	0.00306	0.24585	0.16736	0.00823	0.10480	0.65334	0.00568	0.27386	0.14774	0.01320	0.08553	0.66216	0.00990	0.13525	0.02095	0.02254	0.05562	0.47275	0.01252
49	0.28152	0.20010	0.00499	0.11254	0.70126	0.00308	0.24581	0.16739	0.00826	0.10481	0.65341	0.00566	0.27384	0.14778	0.01322	0.08553	0.66221	0.00989	0.13530	0.02090	0.02248	0.05578	0.47278	0.01246
50	0.28155	0.20026	0.00478	0.11248	0.70139	0.00311	0.24586	0.16753	0.00811	0.10482	0.65353	0.00563	0.27389	0.14793	0.01306	0.08554	0.66230	0.00989	0.13544	0.02098	0.02235	0.05603	0.47283	0.01242
51	0.28169	0.20038	0.00449	0.11246	0.70153	0.00309	0.24601	0.16765	0.00785	0.10483	0.65366	0.00556	0.27405	0.14806	0.01277	0.08555	0.66243	0.00987	0.13560	0.02110	0.02227	0.05611	0.47295	0.01250
52	0.28184	0.20038	0.00427	0.11251	0.70166	0.00301	0.24615	0.16766	0.00763	0.10485	0.65379	0.00540	0.27419	0.14806	0.01249	0.08559	0.66258	0.00970	0.13571	0.02117	0.02234	0.05597	0.47314	0.01267
